model,step,tokens_b,loss,l2,ce,plan,lr,sps,log_path
ordered,126000,4.128768,0.82,0.6575,0.1561,0.2558,0.00166,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,126100,4.1320448,0.8099,0.6495,0.143,0.2461,0.00166,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,126200,4.1353216,0.8168,0.6526,0.1519,0.2532,0.00166,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,126300,4.1385984,0.7988,0.6496,0.1523,0.2433,0.00166,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,126400,4.1418752,0.8079,0.6544,0.1596,0.2523,0.00166,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,126500,4.145152,0.8064,0.6525,0.1577,0.2506,0.00166,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,126600,4.1484288,0.8123,0.6555,0.1574,0.2542,0.00166,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,126700,4.1517056,0.8142,0.6538,0.148,0.251,0.00167,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,126800,4.1549824,0.8084,0.6498,0.1575,0.2487,0.00167,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,126900,4.1582592,0.8014,0.6501,0.1517,0.2479,0.00167,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,127000,4.161536,0.8115,0.65,0.1576,0.254,0.00167,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,127100,4.1648128,0.8164,0.6542,0.1596,0.2557,0.00167,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,127200,4.1680896,0.8169,0.6544,0.1495,0.2537,0.00167,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,127300,4.1713664,0.8161,0.6572,0.157,0.25,0.00167,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,127400,4.1746432,0.8148,0.6584,0.1563,0.252,0.00167,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,127500,4.17792,0.8011,0.6513,0.1497,0.2448,0.00168,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,127600,4.1811968,0.8111,0.6537,0.1555,0.2506,0.00168,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,127700,4.1844736,0.826,0.6591,0.154,0.2572,0.00168,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,127800,4.1877504,0.8129,0.6544,0.1499,0.2552,0.00168,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,127900,4.1910272,0.8173,0.6554,0.1498,0.2554,0.00168,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,128000,4.194304,0.8177,0.6515,0.147,0.2516,0.00168,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,128100,4.1975808,0.8068,0.6525,0.1588,0.2538,0.00168,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,128200,4.2008576,0.8088,0.6504,0.1567,0.2517,0.00169,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,128300,4.2041344,0.8068,0.6535,0.1521,0.2492,0.00169,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,128400,4.2074112,0.7957,0.6502,0.1489,0.2386,0.00169,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,128500,4.210688,0.8022,0.6498,0.1574,0.2507,0.00169,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,128600,4.2139648,0.8166,0.6559,0.1479,0.2569,0.00169,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,128700,4.2172416,0.8117,0.651,0.1546,0.2509,0.00169,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,128800,4.2205184,0.8049,0.6458,0.1558,0.251,0.00169,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,128900,4.2237952,0.8091,0.655,0.1538,0.2519,0.00169,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,129000,4.227072,0.8067,0.6538,0.1564,0.2538,0.0017,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,129100,4.2303488,0.8024,0.6529,0.1491,0.2453,0.0017,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,129200,4.2336256,0.8101,0.6552,0.1582,0.2512,0.0017,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,129300,4.2369024,0.8092,0.6506,0.1523,0.245,0.0017,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,129400,4.2401792,0.8201,0.6549,0.1585,0.2597,0.0017,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,129500,4.243456,0.8161,0.656,0.1514,0.2529,0.0017,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,129600,4.2467328,0.8128,0.6552,0.1533,0.2517,0.0017,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,129700,4.2500096,0.8109,0.6552,0.1511,0.2533,0.00171,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,129800,4.2532864,0.8029,0.6476,0.1465,0.2426,0.00171,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,129900,4.2565632,0.8059,0.6527,0.1493,0.2464,0.00171,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,130000,4.25984,0.8076,0.6502,0.1567,0.251,0.00171,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,130100,4.2631168,0.7992,0.6481,0.1533,0.2437,0.00171,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,130200,4.2663936,0.806,0.6533,0.1531,0.2457,0.00171,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,130300,4.2696704,0.8051,0.6509,0.153,0.249,0.00171,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,130400,4.2729472,0.8274,0.6644,0.1478,0.2551,0.00171,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,130500,4.276224,0.8083,0.6529,0.1523,0.2524,0.00172,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,130600,4.2795008,0.8233,0.6537,0.1518,0.2588,0.00172,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,130700,4.2827776,0.8174,0.6517,0.1493,0.2542,0.00172,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,130800,4.2860544,0.818,0.6546,0.1551,0.2544,0.00172,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,130900,4.2893312,0.813,0.655,0.1498,0.2485,0.00172,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,131000,4.292608,0.8097,0.6536,0.1533,0.2511,0.00172,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,131100,4.2958848,0.7975,0.6508,0.1609,0.2447,0.00172,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,131200,4.2991616,0.8066,0.6504,0.1511,0.2478,0.00172,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,131300,4.3024384,0.8152,0.6543,0.1499,0.252,0.00173,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,131400,4.3057152,0.8231,0.6549,0.1468,0.258,0.00173,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,131500,4.308992,0.8117,0.6555,0.1552,0.2528,0.00173,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,131600,4.3122688,0.82,0.6554,0.141,0.255,0.00173,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,131700,4.3155456,0.8031,0.6518,0.1496,0.2462,0.00173,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,131800,4.3188224,0.8072,0.6528,0.15,0.2455,0.00173,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,131900,4.3220992,0.8095,0.6543,0.1501,0.2493,0.00173,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,132000,4.325376,0.8159,0.655,0.1505,0.2522,0.00174,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,132100,4.3286528,0.8094,0.6504,0.1517,0.2531,0.00174,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,132200,4.3319296,0.8148,0.6534,0.1498,0.2531,0.00174,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,132300,4.3352064,0.8102,0.6566,0.1476,0.2474,0.00174,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,132400,4.3384832,0.807,0.6508,0.1457,0.2498,0.00174,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,132500,4.34176,0.813,0.6555,0.152,0.2527,0.00174,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,132600,4.3450368,0.8085,0.6547,0.1526,0.2462,0.00174,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,132700,4.3483136,0.81,0.6503,0.1548,0.253,0.00174,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,132800,4.3515904,0.8178,0.6559,0.1523,0.259,0.00175,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,132900,4.3548672,0.8066,0.6539,0.1553,0.2498,0.00175,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,133000,4.358144,0.8116,0.6526,0.1506,0.2523,0.00175,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,133100,4.3614208,0.8011,0.6515,0.1497,0.2439,0.00175,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,133200,4.3646976,0.8138,0.6539,0.1498,0.2507,0.00175,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,133300,4.3679744,0.8026,0.6524,0.1463,0.2437,0.00175,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,133400,4.3712512,0.8053,0.6527,0.1502,0.2473,0.00175,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,133500,4.374528,0.8026,0.6493,0.1543,0.2527,0.00175,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,133600,4.3778048,0.8127,0.6534,0.1468,0.2521,0.00176,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,133700,4.3810816,0.7967,0.6499,0.1553,0.2426,0.00176,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,133800,4.3843584,0.8176,0.6535,0.1538,0.259,0.00176,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,133900,4.3876352,0.8109,0.6539,0.1511,0.252,0.00176,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,134000,4.390912,0.8023,0.6511,0.1574,0.2483,0.00176,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,134100,4.3941888,0.8057,0.6513,0.1544,0.2456,0.00176,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,134200,4.3974656,0.8099,0.6539,0.1482,0.2509,0.00176,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,134300,4.4007424,0.8096,0.6512,0.1526,0.2489,0.00177,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,134400,4.4040192,0.8023,0.6545,0.1558,0.2463,0.00177,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,134500,4.407296,0.8058,0.653,0.1503,0.2478,0.00177,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,134600,4.4105728,0.8007,0.6486,0.1507,0.2453,0.00177,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,134700,4.4138496,0.8165,0.6534,0.1522,0.259,0.00177,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,134800,4.4171264,0.8014,0.6538,0.1522,0.2457,0.00177,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,134900,4.4204032,0.7964,0.6499,0.1509,0.2423,0.00177,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,135000,4.42368,0.8169,0.6558,0.1513,0.2531,0.00177,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,135100,4.4269568,0.8103,0.6551,0.1527,0.2536,0.00178,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,135200,4.4302336,0.8045,0.65,0.1569,0.2544,0.00178,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,135300,4.4335104,0.8147,0.6522,0.1482,0.2524,0.00178,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,135400,4.4367872,0.8098,0.6553,0.149,0.2497,0.00178,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,135500,4.440064,0.8081,0.6493,0.1569,0.2537,0.00178,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,135600,4.4433408,0.8163,0.6555,0.147,0.2553,0.00178,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,135700,4.4466176,0.8129,0.6502,0.1442,0.2506,0.00178,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,135800,4.4498944,0.8238,0.6562,0.1539,0.2622,0.00179,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,135900,4.4531712,0.802,0.6534,0.1528,0.2473,0.00179,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,136000,4.456448,0.8154,0.6507,0.1464,0.2526,0.00179,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,136100,4.4597248,0.8112,0.655,0.1471,0.2541,0.00179,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,136200,4.4630016,0.8144,0.6533,0.1437,0.2505,0.00179,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,136300,4.4662784,0.8012,0.6477,0.1425,0.2441,0.00179,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,136400,4.4695552,0.8154,0.6573,0.1462,0.2511,0.00179,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,136500,4.472832,0.8022,0.6502,0.1485,0.2469,0.00179,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,136600,4.4761088,0.8116,0.6542,0.1502,0.251,0.0018,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,136700,4.4793856,0.8081,0.6533,0.1483,0.2462,0.0018,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,136800,4.4826624,0.8136,0.6525,0.1466,0.2516,0.0018,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,136900,4.4859392,0.8136,0.6491,0.1537,0.2532,0.0018,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,137000,4.489216,0.8102,0.6507,0.1481,0.2531,0.0018,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,137100,4.4924928,0.8043,0.6533,0.1451,0.249,0.0018,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,137200,4.4957696,0.8224,0.6608,0.1473,0.2587,0.0018,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,137300,4.4990464,0.8022,0.6499,0.1472,0.2464,0.00181,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,137400,4.5023232,0.8054,0.6529,0.1492,0.25,0.00181,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,137500,4.5056,0.8181,0.6554,0.1503,0.2552,0.00181,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,137600,4.5088768,0.817,0.6543,0.1415,0.2551,0.00181,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,137700,4.5121536,0.8049,0.6517,0.1504,0.2468,0.00181,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,137800,4.5154304,0.8049,0.6545,0.1501,0.2475,0.00181,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,137900,4.5187072,0.8188,0.6575,0.1519,0.2559,0.00181,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,138000,4.521984,0.8027,0.6484,0.1536,0.2488,0.00181,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,138100,4.5252608,0.8025,0.6476,0.1446,0.2484,0.00182,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,138200,4.5285376,0.8107,0.6496,0.1407,0.2544,0.00182,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,138300,4.5318144,0.8146,0.656,0.1474,0.2508,0.00182,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,138400,4.5350912,0.8044,0.6533,0.1498,0.2499,0.00182,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,138500,4.538368,0.8042,0.6549,0.1469,0.2525,0.00182,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,138600,4.5416448,0.7976,0.6459,0.1491,0.2437,0.00182,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,138700,4.5449216,0.8043,0.6539,0.1516,0.252,0.00182,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,138800,4.5481984,0.8083,0.6529,0.1514,0.2507,0.00182,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,138900,4.5514752,0.8051,0.6507,0.1481,0.252,0.00183,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,139000,4.554752,0.8091,0.6527,0.1553,0.253,0.00183,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,139100,4.5580288,0.8135,0.6494,0.1478,0.2559,0.00183,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,139200,4.5613056,0.8096,0.6527,0.1468,0.2498,0.00183,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,139300,4.5645824,0.8044,0.6535,0.1468,0.2472,0.00183,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,139400,4.5678592,0.807,0.6531,0.1536,0.25,0.00183,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,139500,4.571136,0.801,0.652,0.1425,0.2465,0.00183,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,139600,4.5744128,0.8106,0.6521,0.1462,0.2537,0.00184,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,139700,4.5776896,0.8061,0.6484,0.1498,0.248,0.00184,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,139800,4.5809664,0.8033,0.6539,0.1525,0.2473,0.00184,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,139900,4.5842432,0.7995,0.647,0.1543,0.2433,0.00184,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,140000,4.58752,0.811,0.6485,0.1425,0.2497,0.00184,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,140100,4.5907968,0.807,0.6506,0.1473,0.2521,0.00184,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,140200,4.5940736,0.79,0.6488,0.1503,0.2422,0.00184,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,140300,4.5973504,0.813,0.6527,0.1468,0.2536,0.00184,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,140400,4.6006272,0.8005,0.65,0.1506,0.2478,0.00185,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,140500,4.603904,0.8064,0.6524,0.15,0.2476,0.00185,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,140600,4.6071808,0.8085,0.6523,0.151,0.2553,0.00185,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,140700,4.6104576,0.8043,0.6521,0.1455,0.2454,0.00185,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,140800,4.6137344,0.802,0.6498,0.1444,0.2469,0.00185,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,140900,4.6170112,0.8068,0.6562,0.1459,0.2512,0.00185,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,141000,4.620288,0.7907,0.6457,0.1507,0.2388,0.00185,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,141100,4.6235648,0.8065,0.6524,0.1449,0.2501,0.00185,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,141200,4.6268416,0.8076,0.651,0.1494,0.2541,0.00186,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,141300,4.6301184,0.8087,0.6564,0.1489,0.2461,0.00186,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,141400,4.6333952,0.8149,0.6523,0.1493,0.257,0.00186,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,141500,4.636672,0.8013,0.6485,0.1454,0.2452,0.00186,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,141600,4.6399488,0.8099,0.6516,0.146,0.2515,0.00186,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,141700,4.6432256,0.8034,0.6545,0.1493,0.2502,0.00186,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,141800,4.6465024,0.8,0.6529,0.1437,0.2433,0.00186,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,141900,4.6497792,0.8033,0.6558,0.1526,0.2528,0.00187,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,142000,4.653056,0.801,0.6542,0.1458,0.2437,0.00187,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,142100,4.6563328,0.8001,0.6487,0.1514,0.247,0.00187,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,142200,4.6596096,0.8168,0.6531,0.1437,0.2564,0.00187,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,142300,4.6628864,0.8023,0.651,0.1478,0.2441,0.00187,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,142400,4.6661632,0.8105,0.6581,0.1459,0.2487,0.00187,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,142500,4.66944,0.8056,0.6495,0.1531,0.2521,0.00187,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,142600,4.6727168,0.8146,0.6534,0.141,0.2486,0.00187,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,142700,4.6759936,0.8009,0.6459,0.1495,0.2475,0.00188,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,142800,4.6792704,0.8138,0.6542,0.145,0.2527,0.00188,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,142900,4.6825472,0.8017,0.6498,0.1438,0.2452,0.00188,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,143000,4.685824,0.7998,0.6486,0.1506,0.2434,0.00188,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,143100,4.6891008,0.8075,0.6517,0.1428,0.2507,0.00188,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,143200,4.6923776,0.8087,0.6531,0.1515,0.2543,0.00188,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,143300,4.6956544,0.8048,0.6487,0.1434,0.2476,0.00188,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,143400,4.6989312,0.8002,0.6468,0.143,0.2466,0.00189,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,143500,4.702208,0.8019,0.6459,0.1502,0.2515,0.00189,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,143600,4.7054848,0.8049,0.65,0.1478,0.2512,0.00189,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,143700,4.7087616,0.8176,0.654,0.1459,0.2532,0.00189,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,143800,4.7120384,0.805,0.653,0.151,0.2507,0.00189,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,143900,4.7153152,0.8165,0.653,0.1444,0.2541,0.00189,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,144000,4.718592,0.8159,0.6494,0.1477,0.2595,0.00189,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,144100,4.7218688,0.7984,0.6478,0.1509,0.247,0.00189,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,144200,4.7251456,0.8127,0.6502,0.1466,0.2518,0.0019,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,144300,4.7284224,0.8062,0.6514,0.1499,0.25,0.0019,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,144400,4.7316992,0.8085,0.6479,0.1455,0.251,0.0019,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,144500,4.734976,0.7938,0.6508,0.1502,0.2411,0.0019,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,144600,4.7382528,0.8027,0.6509,0.1435,0.2485,0.0019,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,144700,4.7415296,0.7987,0.6504,0.1489,0.2454,0.0019,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,144800,4.7448064,0.8022,0.6523,0.146,0.2473,0.0019,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,144900,4.7480832,0.8234,0.6581,0.144,0.2601,0.0019,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,145000,4.75136,0.8062,0.6533,0.1411,0.2488,0.00191,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,145100,4.7546368,0.8117,0.6528,0.15,0.2555,0.00191,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,145200,4.7579136,0.797,0.6485,0.1444,0.2499,0.00191,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,145300,4.7611904,0.8006,0.6458,0.1485,0.2501,0.00191,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,145400,4.7644672,0.8026,0.6499,0.1412,0.243,0.00191,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,145500,4.767744,0.8152,0.6561,0.1428,0.2517,0.00191,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,145600,4.7710208,0.803,0.6516,0.1487,0.2459,0.00191,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,145700,4.7742976,0.8067,0.6555,0.149,0.2545,0.00192,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,145800,4.7775744,0.7976,0.6483,0.1469,0.25,0.00192,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,145900,4.7808512,0.799,0.6469,0.1502,0.2462,0.00192,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,146000,4.784128,0.804,0.6505,0.1423,0.2501,0.00192,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,146100,4.7874048,0.8006,0.6498,0.1456,0.2475,0.00192,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,146200,4.7906816,0.7931,0.648,0.1449,0.2422,0.00192,3.2,logs/ordered_5b_4g/train_ordered_4g_5b.log
ordered,146300,4.7939584,0.7998,0.6487,0.1448,0.2476,0.00192,3.3,logs/ordered_5b_4g/train_ordered_4g_5b.log
