step,loss,l2,ce,plan,lr,sps
222600,0.7831,0.6371,0.1161,0.2384,0.002,3.3
222700,0.7841,0.6408,0.1242,0.2429,0.002,3.3
222800,0.7785,0.6423,0.1245,0.2341,0.002,3.3
222900,0.7831,0.6391,0.1201,0.2426,0.002,3.3
223000,0.7763,0.6392,0.1279,0.2395,0.002,3.3
223100,0.7925,0.6415,0.125,0.2496,0.002,3.3
223200,0.7944,0.6445,0.125,0.243,0.002,3.3
223300,0.7764,0.638,0.1277,0.2379,0.002,3.3
223400,0.7766,0.6391,0.1245,0.2399,0.002,3.3
223500,0.7749,0.6359,0.1243,0.2383,0.002,3.3
223600,0.7866,0.6395,0.1223,0.2424,0.002,3.3
223700,0.7851,0.6426,0.1164,0.2383,0.002,3.3
223800,0.7855,0.6393,0.1224,0.2439,0.002,3.3
223900,0.7726,0.6367,0.1227,0.235,0.002,3.3
224000,0.7748,0.6365,0.1276,0.2374,0.002,3.3
224100,0.7729,0.6361,0.1232,0.235,0.002,3.3
224200,0.7726,0.6389,0.1224,0.2311,0.002,3.3
224300,0.7904,0.6383,0.1165,0.2457,0.002,3.3
224400,0.7693,0.6384,0.1233,0.2349,0.002,3.3
224500,0.7818,0.6412,0.1251,0.241,0.002,3.2
224600,0.7759,0.638,0.128,0.243,0.002,3.3
224700,0.7793,0.6386,0.126,0.2368,0.002,3.3
224800,0.7671,0.6353,0.1233,0.2356,0.002,3.3
224900,0.7748,0.639,0.1214,0.2368,0.002,3.3
225000,0.7722,0.6363,0.1232,0.2394,0.002,3.3
225100,0.7796,0.6385,0.1194,0.2387,0.002,3.3
225200,0.7716,0.6392,0.1229,0.2363,0.002,3.3
225300,0.7805,0.6364,0.1218,0.2341,0.002,3.3
225400,0.7815,0.6422,0.126,0.2411,0.002,3.3
225500,0.7722,0.636,0.1273,0.2379,0.002,3.3
225600,0.7808,0.6407,0.1229,0.2385,0.002,3.2
225700,0.7864,0.6419,0.1232,0.2429,0.002,3.3
225800,0.7814,0.6372,0.1195,0.2393,0.002,3.3
225900,0.7785,0.6372,0.1223,0.2376,0.002,3.3
226000,0.7749,0.6367,0.118,0.2336,0.002,3.3
226100,0.794,0.6423,0.13,0.2499,0.002,3.3
226200,0.7787,0.6382,0.1227,0.2312,0.002,3.3
226300,0.7928,0.6421,0.1214,0.2467,0.002,3.3
226400,0.7867,0.642,0.126,0.2414,0.002,3.3
226500,0.7737,0.6358,0.1291,0.2374,0.002,3.3
226600,0.7804,0.6387,0.1292,0.2423,0.002,3.3
226700,0.7887,0.6367,0.1185,0.2429,0.002,3.3
226800,0.7857,0.6373,0.1165,0.2396,0.002,3.3
226900,0.7866,0.6407,0.1149,0.2412,0.002,3.3
227000,0.7776,0.6382,0.1222,0.2419,0.002,3.3
227100,0.7793,0.6402,0.1229,0.2433,0.002,3.3
227200,0.7846,0.642,0.1184,0.2369,0.002,3.3
227300,0.7838,0.6368,0.1176,0.2428,0.002,3.3
227400,0.776,0.6374,0.1308,0.2346,0.002,3.3
227500,0.7803,0.6379,0.1219,0.2385,0.002,3.3
227600,0.7848,0.6433,0.1212,0.24,0.002,3.3
227700,0.7743,0.6369,0.1273,0.2391,0.002,3.2
227800,0.7738,0.6385,0.1173,0.2373,0.002,3.3
227900,0.7843,0.6381,0.1254,0.2405,0.002,3.3
228000,0.7781,0.6417,0.1248,0.2385,0.002,3.3
228100,0.7663,0.6325,0.1261,0.2323,0.002,3.3
228200,0.7845,0.6386,0.1239,0.2383,0.002,3.3
228300,0.7775,0.6365,0.1237,0.2374,0.002,3.3
228400,0.7768,0.6392,0.1208,0.2379,0.002,3.2
228500,0.7893,0.6395,0.1173,0.2426,0.002,3.3
228600,0.7686,0.6325,0.1215,0.2333,0.002,3.3
228700,0.782,0.6436,0.1204,0.2394,0.002,3.3
228800,0.7773,0.6384,0.118,0.2387,0.002,3.2
228900,0.7778,0.6398,0.1173,0.2381,0.002,3.3
229000,0.7849,0.6399,0.1224,0.2452,0.002,3.2
229100,0.7727,0.64,0.1257,0.2396,0.002,3.3
229200,0.7727,0.638,0.1281,0.2333,0.002,3.3
229300,0.773,0.6371,0.1182,0.2349,0.002,3.3
229400,0.7661,0.6341,0.1195,0.2323,0.002,3.3
229500,0.7825,0.6399,0.1151,0.2415,0.002,3.3
229600,0.7824,0.6382,0.1177,0.2337,0.002,3.3
229700,0.7814,0.6393,0.1184,0.2381,0.002,3.3
229800,0.7726,0.6353,0.123,0.2359,0.002,3.2
229900,0.7756,0.64,0.1215,0.2362,0.002,3.3
230000,0.7672,0.6367,0.1179,0.2367,0.002,3.3
230100,0.7949,0.6459,0.1179,0.2468,0.002,3.3
230200,0.7865,0.6364,0.1236,0.2413,0.002,3.3
230300,0.7738,0.6351,0.1154,0.235,0.002,3.3
230400,0.78,0.6429,0.1194,0.2382,0.002,3.3
230500,0.7562,0.6333,0.1237,0.2273,0.002,3.3
230600,0.7811,0.6381,0.1193,0.2385,0.002,3.3
230700,0.7626,0.6369,0.1233,0.2329,0.002,3.3
230800,0.7803,0.6368,0.1182,0.2399,0.002,3.3
230900,0.7781,0.637,0.1198,0.2353,0.002,3.3
231000,0.7792,0.6375,0.1163,0.2387,0.002,3.3
231100,0.778,0.64,0.1209,0.2427,0.002,3.2
231200,0.7751,0.641,0.12,0.2351,0.002,3.3
231300,0.7766,0.6407,0.1233,0.238,0.002,3.3
231400,0.7753,0.6401,0.1258,0.2363,0.002,3.3
231500,0.7806,0.6399,0.1183,0.2386,0.002,3.3
231600,0.7794,0.6391,0.1178,0.235,0.002,3.3
231700,0.7733,0.6374,0.1176,0.2311,0.002,3.3
231800,0.7954,0.6443,0.121,0.2496,0.002,3.4
231900,0.7765,0.6406,0.1183,0.2438,0.002,3.3
232000,0.7672,0.637,0.1232,0.2326,0.002,3.3
232100,0.7844,0.6351,0.114,0.2402,0.002,3.3
232200,0.77,0.6341,0.1206,0.2315,0.002,3.3
232300,0.7797,0.6371,0.1195,0.2396,0.002,3.3
232400,0.7896,0.6408,0.1161,0.2446,0.002,3.3
232500,0.7799,0.6427,0.1229,0.2398,0.002,3.3
232600,0.775,0.6333,0.1199,0.2386,0.002,3.3
232700,0.7867,0.6396,0.1153,0.2422,0.002,3.3
232800,0.7855,0.6405,0.1213,0.2453,0.002,3.3
232900,0.7688,0.6342,0.1258,0.237,0.002,3.3
233000,0.7687,0.6311,0.1134,0.2315,0.002,3.3
233100,0.7761,0.6377,0.1136,0.2374,0.002,3.3
233200,0.7718,0.6393,0.1263,0.2364,0.002,3.3
233300,0.7859,0.6391,0.1186,0.2446,0.002,3.3
233400,0.7829,0.6408,0.1158,0.2436,0.002,3.3
233500,0.7749,0.6339,0.1185,0.2376,0.002,3.3
233600,0.7751,0.6336,0.1148,0.2354,0.002,3.3
233700,0.7821,0.6387,0.12,0.2448,0.002,3.3
233800,0.7729,0.6359,0.1185,0.2396,0.002,3.3
233900,0.7711,0.636,0.1226,0.2293,0.002,3.3
234000,0.7878,0.64,0.1174,0.245,0.002,3.2
234100,0.7704,0.6345,0.1258,0.2352,0.002,3.2
234200,0.7827,0.6404,0.1225,0.241,0.002,3.2
234300,0.7824,0.639,0.1157,0.2391,0.002,3.3
234400,0.7824,0.638,0.1183,0.2426,0.002,3.3
234500,0.779,0.6373,0.1104,0.2352,0.002,3.3
234600,0.7766,0.6384,0.1191,0.2412,0.002,3.3
234700,0.7799,0.6367,0.1167,0.2418,0.002,3.3
234800,0.7888,0.6406,0.1166,0.2438,0.002,3.3
234900,0.7843,0.6377,0.1157,0.2407,0.002,3.3
235000,0.7764,0.6355,0.1218,0.238,0.002,3.3
235100,0.7788,0.6388,0.1273,0.2415,0.002,3.3
235200,0.7661,0.6337,0.1216,0.2379,0.002,3.3
235300,0.7666,0.6381,0.115,0.2302,0.002,3.3
235400,0.7827,0.6386,0.1185,0.2406,0.002,3.2
235500,0.7782,0.637,0.1177,0.24,0.002,3.3
235600,0.7592,0.6297,0.1226,0.231,0.002,3.3
235700,0.763,0.6327,0.1217,0.2318,0.002,3.3
235800,0.7799,0.6411,0.1223,0.2411,0.002,3.3
235900,0.7738,0.6335,0.1139,0.2356,0.002,3.3
236000,0.7766,0.6365,0.1166,0.2395,0.002,3.3
236100,0.7711,0.6355,0.1173,0.2344,0.002,3.3
236200,0.7774,0.6374,0.1194,0.2397,0.002,3.3
236300,0.7842,0.643,0.1172,0.2415,0.002,3.3
236400,0.7685,0.6337,0.1228,0.2347,0.002,3.3
236500,0.7849,0.6431,0.1208,0.2435,0.002,3.3
236600,0.7747,0.6376,0.1203,0.2383,0.002,3.3
236700,0.7765,0.6371,0.1167,0.2404,0.002,3.3
236800,0.7691,0.6371,0.1197,0.2341,0.002,3.3
236900,0.7753,0.6379,0.1178,0.2425,0.002,3.3
237000,0.7809,0.6381,0.1195,0.2407,0.002,3.3
237100,0.782,0.6394,0.1227,0.2447,0.002,3.3
237200,0.7792,0.6375,0.1139,0.2406,0.002,3.3
237300,0.784,0.6397,0.1155,0.2388,0.002,3.3
237400,0.784,0.6405,0.1162,0.2413,0.002,3.3
237500,0.7705,0.6339,0.1169,0.2293,0.002,3.3
237600,0.7841,0.6353,0.1136,0.2424,0.002,3.3
237700,0.7774,0.6383,0.1175,0.2396,0.002,3.3
237800,0.7694,0.636,0.1212,0.2324,0.002,3.3
237900,0.7781,0.6414,0.117,0.2438,0.002,3.3
238000,0.7813,0.6401,0.1138,0.2386,0.002,3.3
238100,0.784,0.6392,0.1176,0.2372,0.002,3.3
238200,0.7866,0.6414,0.1189,0.2459,0.002,3.3
238300,0.776,0.6359,0.1154,0.2362,0.002,3.3
238400,0.7773,0.6366,0.1204,0.2348,0.002,3.3
238500,0.7804,0.6388,0.1189,0.2404,0.002,3.3
238600,0.7716,0.6371,0.1237,0.2317,0.002,3.3
238700,0.7871,0.6376,0.1218,0.2417,0.002,3.3
238800,0.7867,0.6419,0.1201,0.2412,0.002,3.3
238900,0.7834,0.6418,0.1199,0.2422,0.002,3.3
239000,0.7728,0.6343,0.124,0.235,0.002,3.3
239100,0.7795,0.6389,0.1187,0.2378,0.002,3.2
239200,0.7748,0.6374,0.1203,0.2372,0.002,3.2
239300,0.785,0.6383,0.1146,0.2409,0.002,3.3
239400,0.7767,0.6405,0.1136,0.2367,0.002,3.3
239500,0.7641,0.6292,0.1206,0.23,0.002,3.3
239600,0.7665,0.6363,0.1209,0.2308,0.002,3.3
239700,0.7784,0.6398,0.1128,0.2365,0.002,3.3
239800,0.7822,0.6348,0.1098,0.2379,0.002,3.3
239900,0.7888,0.6433,0.1181,0.2475,0.002,3.3
240000,0.785,0.6435,0.1187,0.2459,0.002,3.3
240100,0.782,0.6346,0.1112,0.242,0.002,3.3
240200,0.7692,0.6345,0.1194,0.2327,0.002,3.3
240300,0.7751,0.6374,0.1164,0.2386,0.002,3.3
240400,0.7739,0.6384,0.1178,0.2359,0.002,3.3
240500,0.7832,0.6426,0.1164,0.2397,0.002,3.3
240600,0.7803,0.6434,0.1183,0.2448,0.002,3.3
240700,0.7874,0.6412,0.1154,0.2453,0.002,3.3
240800,0.7787,0.6368,0.1142,0.2373,0.002,3.3
240900,0.7668,0.6328,0.1143,0.2313,0.002,3.3
241000,0.7781,0.6402,0.1224,0.2414,0.002,3.3
241100,0.7925,0.641,0.1218,0.2445,0.002,3.3
241200,0.772,0.636,0.1193,0.2337,0.002,3.2
241300,0.7821,0.6382,0.1181,0.2398,0.002,3.3
241400,0.782,0.6389,0.1155,0.2428,0.002,3.3
241500,0.7801,0.641,0.1115,0.2364,0.002,3.3
241600,0.784,0.6414,0.1145,0.2418,0.002,3.3
241700,0.7829,0.6388,0.1083,0.2404,0.002,3.3
241800,0.7782,0.638,0.1144,0.2405,0.002,3.3
241900,0.7778,0.6349,0.1144,0.2382,0.002,3.3
242000,0.7616,0.6372,0.1233,0.2318,0.002,3.3
242100,0.774,0.6376,0.1184,0.2374,0.002,3.3
242200,0.7816,0.6401,0.1178,0.2408,0.002,3.3
242300,0.7661,0.6356,0.1131,0.2316,0.002,3.3
242400,0.7616,0.63,0.1164,0.2293,0.002,3.3
242500,0.7725,0.6363,0.1215,0.236,0.002,3.3
242600,0.7709,0.6356,0.116,0.2331,0.002,3.3
242700,0.7617,0.6318,0.1234,0.2335,0.002,3.3
242800,0.778,0.6398,0.1195,0.2417,0.002,3.3
242900,0.7756,0.6335,0.1161,0.24,0.002,3.3
243000,0.7796,0.6397,0.1084,0.2374,0.002,3.3
243100,0.7697,0.6346,0.1229,0.2357,0.002,3.3
243200,0.7652,0.6301,0.1199,0.232,0.002,3.3
243300,0.7755,0.6391,0.1112,0.2322,0.002,3.3
243400,0.7818,0.6405,0.1188,0.2397,0.002,3.3
243500,0.7687,0.6392,0.1145,0.232,0.002,3.3
243600,0.7695,0.6389,0.1178,0.2342,0.002,3.3
243700,0.769,0.6348,0.1154,0.2359,0.002,3.3
243800,0.7739,0.636,0.1187,0.2346,0.002,3.3
243900,0.7877,0.6406,0.1161,0.2467,0.002,3.3
244000,0.7748,0.6379,0.1167,0.2355,0.002,3.3
244100,0.7924,0.639,0.1131,0.246,0.002,3.3
244200,0.7785,0.6395,0.1168,0.2422,0.002,3.3
244300,0.7835,0.6366,0.1152,0.2426,0.002,3.3
244400,0.7812,0.6413,0.1162,0.238,0.002,3.3
244500,0.7743,0.6358,0.1139,0.2363,0.002,3.3
244600,0.7773,0.6379,0.1164,0.236,0.002,3.3
244700,0.7804,0.6359,0.1131,0.2403,0.002,3.3
244800,0.7698,0.6353,0.1176,0.235,0.002,3.3
244900,0.7886,0.6407,0.1104,0.2434,0.002,3.3
245000,0.7687,0.6344,0.1144,0.2353,0.002,3.3
245100,0.7717,0.6347,0.1158,0.2344,0.002,3.3
245200,0.7783,0.6335,0.1117,0.2328,0.002,3.3
245300,0.7581,0.6339,0.1152,0.2257,0.002,3.3
245400,0.7659,0.6363,0.1154,0.2323,0.002,3.3
245500,0.7725,0.6358,0.1131,0.2314,0.002,3.3
245600,0.7781,0.6373,0.1146,0.2398,0.002,3.3
245700,0.7733,0.6386,0.1217,0.2372,0.002,3.3
245800,0.787,0.6374,0.1084,0.2437,0.002,3.3
245900,0.7762,0.6347,0.1149,0.2403,0.002,3.3
246000,0.7741,0.6383,0.1199,0.2353,0.002,3.3
246100,0.7721,0.6373,0.1218,0.234,0.002,3.3
246200,0.7719,0.6352,0.1143,0.2303,0.002,3.3
246300,0.781,0.6402,0.1151,0.2402,0.002,3.3
246400,0.7881,0.6396,0.1158,0.2434,0.002,3.3
246500,0.7743,0.6373,0.1168,0.2377,0.002,3.3
246600,0.7752,0.6401,0.117,0.2417,0.002,3.3
246700,0.7792,0.6335,0.1218,0.2432,0.002,3.4
246800,0.7856,0.6369,0.1171,0.2408,0.002,3.3
246900,0.7726,0.6371,0.1102,0.2359,0.002,3.3
247000,0.7729,0.6375,0.1178,0.2348,0.002,3.3
247100,0.7798,0.638,0.1158,0.2377,0.002,3.3
247200,0.7744,0.6366,0.1118,0.2375,0.002,3.3
247300,0.768,0.6368,0.1142,0.232,0.002,3.3
247400,0.7817,0.6387,0.1143,0.2405,0.002,3.3
247500,0.7755,0.6395,0.1156,0.2402,0.002,3.3
247600,0.7634,0.6334,0.1164,0.2332,0.002,3.3
247700,0.7687,0.6318,0.1183,0.2382,0.002,3.3
247800,0.769,0.6345,0.1141,0.2337,0.002,3.3
247900,0.7702,0.6316,0.1157,0.2335,0.002,3.3
248000,0.7736,0.6393,0.1192,0.2363,0.002,3.3
248100,0.7769,0.6391,0.115,0.2392,0.002,3.3
248200,0.7737,0.6369,0.1088,0.2346,0.002,3.3
248300,0.7751,0.6349,0.1134,0.2349,0.002,3.3
248400,0.7604,0.6294,0.1164,0.2245,0.002,3.3
248500,0.7757,0.6392,0.1155,0.236,0.002,3.3
248600,0.7728,0.6381,0.1123,0.2345,0.002,3.3
248700,0.7653,0.6411,0.1189,0.233,0.002,3.3
248800,0.784,0.6383,0.1108,0.2404,0.002,3.3
248900,0.7809,0.6373,0.1175,0.2445,0.002,3.3
249000,0.7806,0.6375,0.1179,0.2437,0.002,3.3
249100,0.7672,0.6346,0.1191,0.2373,0.002,3.3
249200,0.7799,0.6367,0.114,0.2388,0.002,3.3
249300,0.7609,0.6324,0.1135,0.2278,0.002,3.3
249400,0.7792,0.6375,0.1097,0.2349,0.002,3.3
249500,0.77,0.6355,0.1153,0.2369,0.002,3.3
249600,0.7556,0.6298,0.1172,0.2307,0.002,3.3
249700,0.7784,0.6408,0.116,0.2382,0.002,3.3
249800,0.7778,0.6376,0.1152,0.2387,0.002,3.3
249900,0.7632,0.6337,0.1169,0.2318,0.002,3.3
250000,0.7801,0.6375,0.1142,0.2406,0.002,3.3
250100,0.7755,0.6362,0.1152,0.2365,0.002,3.3
250200,0.7709,0.6389,0.1135,0.2376,0.002,3.3
250300,0.771,0.6371,0.1165,0.237,0.002,3.3
250400,0.7719,0.6356,0.1191,0.2374,0.002,3.3
250500,0.7719,0.6369,0.1153,0.2339,0.002,3.3
250600,0.7754,0.6348,0.11,0.2398,0.002,3.3
250700,0.7732,0.6378,0.1131,0.2335,0.002,3.3
250800,0.7739,0.6346,0.1138,0.2344,0.002,3.3
250900,0.7704,0.6334,0.1129,0.2365,0.002,3.3
251000,0.7805,0.6393,0.1173,0.2403,0.002,3.3
251100,0.7759,0.6388,0.1126,0.2382,0.002,3.3
251200,0.7814,0.6405,0.1136,0.2437,0.002,3.3
251300,0.7739,0.6395,0.1181,0.2363,0.002,3.3
251400,0.7712,0.6364,0.1181,0.2376,0.002,3.3
251500,0.7769,0.6319,0.1094,0.2353,0.002,3.3
251600,0.7735,0.6355,0.1108,0.2335,0.002,3.3
251700,0.7708,0.6394,0.1183,0.237,0.002,3.3
251800,0.7874,0.6422,0.1125,0.2456,0.002,3.3
251900,0.7689,0.6335,0.1128,0.2344,0.002,3.3
252000,0.7698,0.6375,0.1165,0.2337,0.002,3.3
252100,0.7788,0.6376,0.1121,0.2404,0.002,3.3
252200,0.7724,0.6361,0.113,0.2365,0.002,3.3
252300,0.7666,0.6349,0.1123,0.2346,0.002,3.3
252400,0.7743,0.6356,0.1144,0.2346,0.002,3.3
252500,0.7733,0.64,0.1102,0.2368,0.002,3.3
252600,0.783,0.6388,0.1137,0.2427,0.002,3.3
252700,0.7641,0.6308,0.1142,0.2315,0.002,3.3
252800,0.7758,0.6333,0.1101,0.241,0.002,3.3
252900,0.775,0.6386,0.1155,0.2367,0.002,3.3
253000,0.7641,0.6371,0.1104,0.2321,0.002,3.2
253100,0.7723,0.6352,0.1165,0.2373,0.002,3.3
253200,0.7745,0.6362,0.1112,0.2343,0.002,3.3
253300,0.7733,0.639,0.1121,0.2347,0.002,3.3
253400,0.7744,0.6384,0.1162,0.2348,0.002,3.3
253500,0.7827,0.6399,0.1146,0.2457,0.002,3.3
253600,0.7824,0.6421,0.1142,0.2433,0.002,3.3
253700,0.7683,0.6359,0.1164,0.235,0.002,3.3
253800,0.7683,0.6352,0.1194,0.2349,0.002,3.3
253900,0.7795,0.636,0.1134,0.2415,0.002,3.3
254000,0.7721,0.6365,0.1119,0.2337,0.002,3.3
254100,0.7837,0.6428,0.1097,0.2382,0.002,3.3
254200,0.7783,0.6426,0.117,0.2415,0.002,3.3
254300,0.781,0.6409,0.1127,0.2414,0.002,3.3
254400,0.768,0.6332,0.1125,0.2357,0.002,3.3
254500,0.7746,0.639,0.1169,0.2412,0.002,3.3
254600,0.7705,0.6382,0.1112,0.2392,0.002,3.3
254700,0.7794,0.6361,0.1067,0.2375,0.002,3.3
254800,0.7683,0.6385,0.1132,0.2337,0.002,3.3
254900,0.7743,0.6357,0.1132,0.2398,0.002,3.3
255000,0.7805,0.6394,0.1129,0.2433,0.002,3.3
255100,0.7791,0.6351,0.1128,0.2415,0.002,3.3
255200,0.7764,0.6349,0.1132,0.2405,0.002,3.3
255300,0.7698,0.6297,0.1078,0.2359,0.002,3.3
255400,0.7652,0.6302,0.1116,0.2323,0.002,3.3
255500,0.7731,0.6364,0.1131,0.2395,0.002,3.3
255600,0.7708,0.6386,0.1131,0.2325,0.002,3.3
255700,0.7751,0.6379,0.1143,0.2415,0.002,3.3
255800,0.7613,0.6349,0.1161,0.2334,0.002,3.3
255900,0.7818,0.6377,0.1147,0.2423,0.002,3.3
256000,0.7607,0.6311,0.1156,0.2333,0.002,3.3
256100,0.7745,0.6379,0.1157,0.237,0.002,3.3
256200,0.7745,0.6319,0.112,0.2326,0.002,3.3
256300,0.7847,0.6381,0.1108,0.2451,0.002,3.3
256400,0.7707,0.6367,0.1112,0.2412,0.002,3.3
256500,0.7736,0.6377,0.1073,0.2374,0.002,3.3
256600,0.7771,0.6373,0.1172,0.239,0.002,3.3
256700,0.7614,0.6339,0.1107,0.2296,0.002,3.3
256800,0.7739,0.6372,0.1104,0.2388,0.002,3.3
256900,0.7634,0.6325,0.1167,0.2322,0.002,3.3
257000,0.7781,0.6389,0.1144,0.2443,0.002,3.4
257100,0.7676,0.6362,0.1086,0.2339,0.002,3.3
257200,0.7746,0.6378,0.1086,0.2382,0.002,3.3
257300,0.7668,0.634,0.1101,0.2334,0.002,3.3
257400,0.7708,0.6347,0.1107,0.2385,0.002,3.3
257500,0.772,0.6363,0.1129,0.2388,0.002,3.3
257600,0.7832,0.6389,0.1135,0.241,0.002,3.4
257700,0.7724,0.6384,0.1145,0.2329,0.002,3.3
257800,0.7638,0.6316,0.1171,0.2376,0.002,3.3
257900,0.7829,0.6429,0.1122,0.2399,0.002,3.3
258000,0.7834,0.64,0.1154,0.2429,0.002,3.3
258100,0.7729,0.6376,0.1125,0.2362,0.002,3.3
258200,0.7809,0.6379,0.1101,0.2371,0.002,3.3
258300,0.7757,0.6396,0.1149,0.242,0.002,3.3
258400,0.7749,0.6395,0.1139,0.2364,0.002,3.3
258500,0.7827,0.6418,0.1124,0.2436,0.002,3.3
258600,0.7839,0.6421,0.1056,0.2377,0.002,3.3
258700,0.78,0.6371,0.1104,0.2387,0.002,3.3
258800,0.7715,0.6341,0.1117,0.2353,0.002,3.3
258900,0.7677,0.6363,0.1109,0.231,0.002,3.3
259000,0.76,0.6296,0.114,0.2315,0.002,3.3
259100,0.7867,0.64,0.1117,0.248,0.002,3.3
259200,0.7661,0.637,0.1162,0.2346,0.002,3.3
259300,0.7657,0.6341,0.1135,0.2336,0.002,3.3
259400,0.7687,0.6352,0.1133,0.2303,0.002,3.3
259500,0.7504,0.6334,0.1198,0.2253,0.002,3.3
259600,0.775,0.635,0.1107,0.2393,0.002,3.3
259700,0.7659,0.6396,0.1155,0.2341,0.002,3.3
259800,0.7808,0.6322,0.1061,0.2403,0.002,3.4
259900,0.7731,0.6375,0.105,0.2349,0.002,3.3
260000,0.7763,0.6374,0.1125,0.2402,0.002,3.2
260100,0.7742,0.6369,0.1113,0.2389,0.002,3.3
260200,0.7612,0.6333,0.114,0.2273,0.002,3.3
260300,0.7855,0.642,0.112,0.2448,0.002,3.3
260400,0.7781,0.6387,0.1108,0.2414,0.002,3.3
260500,0.7767,0.6368,0.1092,0.2426,0.002,3.3
260600,0.7654,0.6358,0.1119,0.2313,0.002,3.3
260700,0.7788,0.636,0.108,0.2409,0.002,3.3
260800,0.7702,0.6361,0.1118,0.2357,0.002,3.3
260900,0.7738,0.6336,0.1158,0.2366,0.002,3.3
261000,0.7692,0.6299,0.112,0.238,0.002,3.3
261100,0.7588,0.6348,0.1105,0.227,0.002,3.3
261200,0.7744,0.6362,0.1145,0.2439,0.002,3.3
261300,0.7886,0.6432,0.1135,0.2444,0.002,3.3
261400,0.7644,0.6342,0.1176,0.235,0.002,3.3
261500,0.7755,0.6351,0.1106,0.2375,0.002,3.3
261600,0.7673,0.6379,0.1111,0.2361,0.002,3.3
261700,0.7731,0.6356,0.1083,0.2387,0.002,3.3
261800,0.7633,0.6333,0.1075,0.2308,0.002,3.3
261900,0.7609,0.6331,0.1174,0.2297,0.002,3.3
262000,0.7778,0.6387,0.109,0.239,0.002,3.3
262100,0.7655,0.6338,0.1136,0.2343,0.002,3.3
262200,0.7621,0.6339,0.1112,0.2288,0.002,3.3
262300,0.7652,0.6363,0.1099,0.2314,0.002,3.4
262400,0.7806,0.6401,0.1103,0.2439,0.002,3.3
262500,0.7777,0.6391,0.1041,0.2372,0.002,3.3
262600,0.7707,0.6375,0.1151,0.2371,0.002,3.3
262700,0.7783,0.6357,0.1102,0.2416,0.002,3.3
262800,0.765,0.6349,0.1097,0.2317,0.002,3.4
262900,0.7667,0.6373,0.1123,0.2385,0.002,3.3
263000,0.7801,0.6426,0.1051,0.2427,0.002,3.3
263100,0.7754,0.638,0.1101,0.2398,0.002,3.3
263200,0.7742,0.6357,0.1068,0.2354,0.002,3.3
263300,0.7729,0.6353,0.1094,0.2385,0.002,3.3
263400,0.7895,0.6422,0.1131,0.2471,0.002,3.3
263500,0.7818,0.6421,0.1151,0.243,0.002,3.3
263600,0.7692,0.6334,0.1141,0.2307,0.002,3.3
263700,0.7861,0.6425,0.1089,0.2447,0.002,3.3
263800,0.7727,0.641,0.1106,0.239,0.002,3.3
263900,0.7684,0.6326,0.1073,0.2319,0.002,3.3
264000,0.7731,0.638,0.1078,0.2388,0.002,3.3
264100,0.7668,0.6343,0.1143,0.2329,0.002,3.3
264200,0.7802,0.6357,0.1114,0.2445,0.002,3.3
264300,0.7727,0.6326,0.1069,0.2385,0.002,3.3
264400,0.7817,0.6412,0.1119,0.2445,0.002,3.3
264500,0.7708,0.6367,0.1123,0.2424,0.002,3.3
264600,0.7633,0.6363,0.1133,0.2347,0.002,3.3
264700,0.7765,0.6389,0.1099,0.2383,0.002,3.3
264800,0.7801,0.6386,0.1076,0.2446,0.002,3.3
264900,0.7613,0.6375,0.1096,0.2314,0.002,3.3
265000,0.773,0.6327,0.1125,0.2422,0.002,3.3
265100,0.7754,0.6367,0.1097,0.2413,0.002,3.3
265200,0.7742,0.6359,0.1106,0.2397,0.002,3.3
265300,0.7696,0.6353,0.1122,0.2347,0.002,3.3
265400,0.7711,0.6354,0.1124,0.2377,0.002,3.3
265500,0.7727,0.6393,0.1117,0.236,0.002,3.3
265600,0.7691,0.638,0.1089,0.2343,0.002,3.3
265700,0.7669,0.631,0.1149,0.2362,0.002,3.3
265800,0.7774,0.6395,0.1066,0.2331,0.002,3.3
265900,0.7767,0.6349,0.1116,0.2407,0.002,3.3
266000,0.7857,0.6383,0.1088,0.2411,0.002,3.2
266100,0.7735,0.6386,0.1087,0.2393,0.002,3.3
266200,0.7648,0.6342,0.1111,0.2359,0.002,3.3
266300,0.7735,0.6392,0.1087,0.2358,0.002,3.3
266400,0.7627,0.6336,0.1052,0.2289,0.002,3.3
266500,0.7728,0.6361,0.1119,0.2363,0.002,3.3
266600,0.7732,0.6378,0.1121,0.2408,0.002,3.3
266700,0.774,0.6322,0.1131,0.2417,0.002,3.3
266800,0.7655,0.6333,0.1099,0.2328,0.002,3.4
266900,0.7796,0.638,0.1068,0.2379,0.002,3.3
267000,0.7638,0.6351,0.1134,0.2309,0.002,3.3
267100,0.7652,0.6309,0.1098,0.2354,0.002,3.3
267200,0.784,0.6388,0.1116,0.2475,0.002,3.3
267300,0.769,0.6338,0.1101,0.2316,0.002,3.4
267400,0.7714,0.6374,0.1093,0.2387,0.002,3.3
267500,0.7832,0.6375,0.1068,0.2444,0.002,3.3
267600,0.7789,0.6388,0.1076,0.2425,0.002,3.3
267700,0.7706,0.6357,0.1229,0.2374,0.002,3.3
267800,0.7806,0.6391,0.1168,0.2446,0.002,3.3
267900,0.7801,0.6389,0.1067,0.2412,0.002,3.3
268000,0.778,0.6363,0.1115,0.2395,0.002,3.3
268100,0.7781,0.639,0.1129,0.242,0.002,3.3
