timestamp, index, pstate, temperature.gpu, power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
2026/07/03 16:06:11.247, 6, P2, 29, 49.14 W, 1404 MiB, 12 %, 1 %
2026/07/03 16:06:11.248, 7, P2, 29, 56.92 W, 1404 MiB, 3 %, 1 %
2026/07/03 16:06:12.249, 0, P2, 32, 63.18 W, 2524 MiB, 12 %, 11 %
2026/07/03 16:06:12.251, 1, P2, 33, 69.29 W, 2524 MiB, 37 %, 32 %
2026/07/03 16:06:12.252, 2, P2, 37, 74.07 W, 2524 MiB, 13 %, 11 %
2026/07/03 16:06:12.253, 3, P2, 34, 63.76 W, 2524 MiB, 20 %, 18 %
2026/07/03 16:06:12.254, 4, P2, 32, 76.58 W, 2524 MiB, 14 %, 12 %
2026/07/03 16:06:12.255, 5, P2, 33, 84.12 W, 2524 MiB, 12 %, 11 %
2026/07/03 16:06:12.255, 6, P2, 33, 69.72 W, 2524 MiB, 17 %, 15 %
2026/07/03 16:06:12.256, 7, P2, 33, 73.53 W, 2524 MiB, 49 %, 43 %
2026/07/03 16:06:13.257, 0, P2, 35, 242.68 W, 2524 MiB, 91 %, 81 %
2026/07/03 16:06:13.258, 1, P2, 36, 245.20 W, 2524 MiB, 89 %, 82 %
2026/07/03 16:06:13.259, 2, P2, 39, 205.60 W, 2524 MiB, 97 %, 64 %
2026/07/03 16:06:13.260, 3, P2, 37, 263.49 W, 2524 MiB, 92 %, 83 %
2026/07/03 16:06:13.261, 4, P2, 35, 251.62 W, 2524 MiB, 88 %, 80 %
2026/07/03 16:06:13.262, 5, P2, 36, 263.61 W, 2524 MiB, 91 %, 82 %
2026/07/03 16:06:13.263, 6, P2, 36, 243.57 W, 2524 MiB, 91 %, 82 %
2026/07/03 16:06:13.264, 7, P2, 35, 244.60 W, 2524 MiB, 92 %, 82 %
2026/07/03 16:06:14.265, 0, P2, 31, 188.09 W, 2574 MiB, 3 %, 0 %
2026/07/03 16:06:14.266, 1, P2, 32, 198.83 W, 2574 MiB, 3 %, 0 %
2026/07/03 16:06:14.267, 2, P2, 40, 179.12 W, 2524 MiB, 98 %, 49 %
2026/07/03 16:06:14.268, 3, P2, 32, 181.36 W, 2574 MiB, 3 %, 0 %
2026/07/03 16:06:14.268, 4, P2, 31, 183.18 W, 2574 MiB, 3 %, 0 %
2026/07/03 16:06:14.269, 5, P2, 31, 201.61 W, 2574 MiB, 4 %, 0 %
2026/07/03 16:06:14.270, 6, P2, 31, 174.40 W, 2574 MiB, 4 %, 0 %
2026/07/03 16:06:14.271, 7, P2, 31, 180.75 W, 2574 MiB, 4 %, 0 %
2026/07/03 16:06:15.272, 0, P2, 30, 65.02 W, 2654 MiB, 97 %, 1 %
2026/07/03 16:06:15.273, 1, P2, 31, 74.30 W, 2654 MiB, 64 %, 1 %
2026/07/03 16:06:15.274, 2, P2, 36, 130.77 W, 2654 MiB, 97 %, 1 %
2026/07/03 16:06:15.275, 3, P2, 32, 69.47 W, 2654 MiB, 85 %, 2 %
2026/07/03 16:06:15.276, 4, P2, 31, 72.98 W, 2654 MiB, 88 %, 2 %
2026/07/03 16:06:15.276, 5, P2, 31, 78.05 W, 2654 MiB, 62 %, 2 %
2026/07/03 16:06:15.277, 6, P2, 31, 62.45 W, 2654 MiB, 84 %, 2 %
2026/07/03 16:06:15.278, 7, P2, 31, 66.13 W, 2654 MiB, 50 %, 1 %
2026/07/03 16:06:16.279, 0, P2, 32, 76.36 W, 5816 MiB, 14 %, 12 %
2026/07/03 16:06:16.281, 1, P2, 33, 76.54 W, 3256 MiB, 12 %, 11 %
2026/07/03 16:06:16.282, 2, P2, 38, 77.22 W, 3256 MiB, 17 %, 11 %
2026/07/03 16:06:16.283, 3, P2, 36, 72.33 W, 3254 MiB, 8 %, 7 %
2026/07/03 16:06:16.284, 4, P2, 33, 83.20 W, 3256 MiB, 12 %, 11 %
2026/07/03 16:06:16.285, 5, P2, 33, 78.98 W, 3254 MiB, 0 %, 0 %
2026/07/03 16:06:16.286, 6, P2, 33, 73.81 W, 3256 MiB, 23 %, 18 %
2026/07/03 16:06:16.286, 7, P2, 31, 63.52 W, 3254 MiB, 2 %, 1 %
2026/07/03 16:06:17.287, 0, P2, 37, 140.97 W, 7846 MiB, 76 %, 49 %
2026/07/03 16:06:17.291, 1, P2, 38, 143.60 W, 7846 MiB, 81 %, 23 %
2026/07/03 16:06:17.292, 2, P2, 41, 141.04 W, 7846 MiB, 76 %, 43 %
2026/07/03 16:06:17.294, 3, P2, 39, 146.69 W, 7846 MiB, 97 %, 18 %
2026/07/03 16:06:17.294, 4, P2, 37, 143.74 W, 7846 MiB, 95 %, 16 %
2026/07/03 16:06:17.296, 5, P2, 38, 147.82 W, 7846 MiB, 97 %, 0 %
2026/07/03 16:06:17.297, 6, P2, 38, 131.21 W, 7846 MiB, 93 %, 17 %
2026/07/03 16:06:17.298, 7, P2, 38, 139.37 W, 7846 MiB, 90 %, 31 %
2026/07/03 16:06:18.299, 0, P2, 33, 211.72 W, 7846 MiB, 100 %, 35 %
2026/07/03 16:06:18.303, 1, P2, 34, 220.42 W, 7846 MiB, 99 %, 64 %
2026/07/03 16:06:18.327, 2, P2, 37, 178.21 W, 7846 MiB, 100 %, 13 %
2026/07/03 16:06:18.425, 3, P2, 34, 211.34 W, 7846 MiB, 100 %, 13 %
2026/07/03 16:06:18.426, 4, P2, 32, 184.59 W, 7846 MiB, 100 %, 14 %
2026/07/03 16:06:18.450, 5, P2, 32, 207.56 W, 7846 MiB, 100 %, 30 %
2026/07/03 16:06:18.475, 6, P2, 32, 175.98 W, 7846 MiB, 100 %, 13 %
2026/07/03 16:06:18.499, 7, P2, 32, 181.74 W, 7846 MiB, 100 %, 1 %
2026/07/03 16:06:19.523, 0, P2, 35, 174.59 W, 7846 MiB, 98 %, 62 %
2026/07/03 16:06:19.524, 1, P2, 36, 183.34 W, 7846 MiB, 94 %, 45 %
2026/07/03 16:06:19.525, 2, P2, 41, 183.04 W, 7846 MiB, 99 %, 50 %
2026/07/03 16:06:19.526, 3, P2, 36, 174.86 W, 7846 MiB, 98 %, 31 %
2026/07/03 16:06:19.526, 4, P2, 35, 171.31 W, 7846 MiB, 95 %, 29 %
2026/07/03 16:06:19.527, 5, P2, 35, 191.36 W, 7846 MiB, 100 %, 59 %
2026/07/03 16:06:19.528, 6, P2, 35, 165.48 W, 7846 MiB, 95 %, 31 %
2026/07/03 16:06:19.528, 7, P2, 35, 174.21 W, 7846 MiB, 94 %, 54 %
2026/07/03 16:06:20.529, 0, P2, 33, 197.82 W, 7846 MiB, 100 %, 13 %
2026/07/03 16:06:20.531, 1, P2, 34, 204.21 W, 7846 MiB, 100 %, 43 %
2026/07/03 16:06:20.531, 2, P2, 39, 202.62 W, 7846 MiB, 100 %, 24 %
2026/07/03 16:06:20.532, 3, P2, 35, 214.68 W, 7846 MiB, 100 %, 55 %
2026/07/03 16:06:20.533, 4, P2, 33, 211.49 W, 7846 MiB, 100 %, 58 %
2026/07/03 16:06:20.534, 5, P2, 33, 200.68 W, 7846 MiB, 100 %, 10 %
2026/07/03 16:06:20.534, 6, P2, 34, 201.63 W, 7846 MiB, 100 %, 56 %
2026/07/03 16:06:20.535, 7, P2, 33, 187.40 W, 7846 MiB, 100 %, 32 %
2026/07/03 16:06:21.536, 0, P2, 34, 177.41 W, 7888 MiB, 100 %, 34 %
2026/07/03 16:06:21.537, 1, P2, 34, 186.66 W, 7948 MiB, 99 %, 64 %
2026/07/03 16:06:21.537, 2, P2, 41, 181.66 W, 7888 MiB, 100 %, 29 %
2026/07/03 16:06:21.538, 3, P2, 35, 184.67 W, 7888 MiB, 95 %, 58 %
2026/07/03 16:06:21.539, 4, P2, 34, 181.15 W, 7888 MiB, 95 %, 58 %
2026/07/03 16:06:21.540, 5, P2, 34, 192.77 W, 7890 MiB, 100 %, 31 %
2026/07/03 16:06:21.541, 6, P2, 34, 173.44 W, 7890 MiB, 95 %, 60 %
2026/07/03 16:06:21.542, 7, P2, 34, 175.06 W, 7890 MiB, 100 %, 54 %
2026/07/03 16:06:22.543, 0, P2, 40, 191.27 W, 7888 MiB, 98 %, 21 %
2026/07/03 16:06:22.544, 1, P2, 40, 199.44 W, 7948 MiB, 100 %, 12 %
2026/07/03 16:06:22.544, 2, P2, 46, 202.39 W, 7888 MiB, 98 %, 34 %
2026/07/03 16:06:22.545, 3, P2, 41, 198.65 W, 7888 MiB, 100 %, 27 %
2026/07/03 16:06:22.546, 4, P2, 39, 207.30 W, 7888 MiB, 100 %, 28 %
2026/07/03 16:06:22.547, 5, P2, 39, 208.39 W, 7890 MiB, 95 %, 25 %
2026/07/03 16:06:22.548, 6, P2, 40, 186.46 W, 7890 MiB, 100 %, 25 %
2026/07/03 16:06:22.549, 7, P2, 39, 197.18 W, 7890 MiB, 97 %, 4 %
2026/07/03 16:06:23.550, 0, P2, 36, 172.51 W, 7888 MiB, 99 %, 67 %
2026/07/03 16:06:23.562, 1, P2, 36, 182.84 W, 7948 MiB, 95 %, 39 %
2026/07/03 16:06:23.586, 2, P2, 40, 149.51 W, 7888 MiB, 98 %, 44 %
2026/07/03 16:06:23.589, 3, P2, 36, 179.06 W, 7888 MiB, 100 %, 49 %
2026/07/03 16:06:23.590, 4, P2, 35, 176.74 W, 7888 MiB, 100 %, 51 %
2026/07/03 16:06:23.591, 5, P2, 35, 190.11 W, 7890 MiB, 99 %, 64 %
2026/07/03 16:06:23.592, 6, P2, 35, 167.97 W, 7890 MiB, 100 %, 48 %
2026/07/03 16:06:23.593, 7, P2, 35, 173.83 W, 7890 MiB, 94 %, 48 %
2026/07/03 16:06:24.594, 0, P2, 37, 131.84 W, 7888 MiB, 100 %, 24 %
2026/07/03 16:06:24.595, 1, P2, 39, 141.07 W, 7948 MiB, 100 %, 53 %
2026/07/03 16:06:24.596, 2, P2, 43, 157.30 W, 7888 MiB, 100 %, 24 %
2026/07/03 16:06:24.597, 3, P2, 39, 143.45 W, 7888 MiB, 100 %, 4 %
2026/07/03 16:06:24.598, 4, P2, 38, 143.00 W, 7888 MiB, 100 %, 3 %
2026/07/03 16:06:24.599, 5, P2, 39, 164.29 W, 7890 MiB, 100 %, 19 %
2026/07/03 16:06:24.600, 6, P2, 39, 132.57 W, 7890 MiB, 99 %, 1 %
2026/07/03 16:06:24.601, 7, P2, 39, 141.79 W, 7890 MiB, 100 %, 43 %
2026/07/03 16:06:25.602, 0, P2, 34, 126.51 W, 7888 MiB, 100 %, 3 %
2026/07/03 16:06:25.603, 1, P2, 36, 137.17 W, 7950 MiB, 93 %, 8 %
2026/07/03 16:06:25.604, 2, P2, 40, 134.48 W, 7890 MiB, 100 %, 15 %
2026/07/03 16:06:25.604, 3, P2, 37, 132.76 W, 7890 MiB, 100 %, 3 %
2026/07/03 16:06:25.605, 4, P2, 35, 133.16 W, 7890 MiB, 100 %, 3 %
2026/07/03 16:06:25.606, 5, P2, 35, 143.01 W, 7892 MiB, 100 %, 3 %
2026/07/03 16:06:25.607, 6, P2, 36, 123.67 W, 7892 MiB, 100 %, 3 %
2026/07/03 16:06:25.608, 7, P2, 36, 126.40 W, 7892 MiB, 100 %, 2 %
2026/07/03 16:06:26.609, 0, P2, 34, 176.40 W, 7888 MiB, 100 %, 1 %
2026/07/03 16:06:26.617, 1, P2, 35, 186.34 W, 7950 MiB, 100 %, 0 %
2026/07/03 16:06:26.641, 2, P2, 39, 161.36 W, 7890 MiB, 100 %, 3 %
2026/07/03 16:06:26.642, 3, P2, 35, 183.83 W, 7890 MiB, 100 %, 1 %
2026/07/03 16:06:26.643, 4, P2, 34, 181.37 W, 7890 MiB, 100 %, 1 %
2026/07/03 16:06:26.644, 5, P2, 34, 191.94 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:26.644, 6, P2, 34, 172.73 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:06:26.645, 7, P2, 34, 173.74 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:06:27.646, 0, P2, 35, 176.16 W, 7888 MiB, 95 %, 62 %
2026/07/03 16:06:27.651, 1, P2, 36, 185.24 W, 7950 MiB, 100 %, 39 %
2026/07/03 16:06:27.675, 2, P2, 40, 177.54 W, 7890 MiB, 100 %, 3 %
2026/07/03 16:06:27.749, 3, P2, 36, 183.62 W, 7890 MiB, 100 %, 53 %
2026/07/03 16:06:27.750, 4, P2, 35, 180.68 W, 7890 MiB, 100 %, 1 %
2026/07/03 16:06:27.755, 5, P2, 34, 192.23 W, 7892 MiB, 100 %, 5 %
2026/07/03 16:06:27.779, 6, P2, 35, 172.63 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:27.827, 7, P2, 34, 173.95 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:28.901, 0, P2, 34, 124.29 W, 7888 MiB, 100 %, 0 %
2026/07/03 16:06:28.902, 1, P2, 35, 132.61 W, 7950 MiB, 100 %, 1 %
2026/07/03 16:06:28.903, 2, P2, 40, 129.29 W, 7890 MiB, 100 %, 1 %
2026/07/03 16:06:28.904, 3, P2, 36, 130.42 W, 7890 MiB, 100 %, 1 %
2026/07/03 16:06:28.904, 4, P2, 34, 130.10 W, 7890 MiB, 100 %, 1 %
2026/07/03 16:06:28.905, 5, P2, 34, 140.56 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:06:28.906, 6, P2, 34, 121.85 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:28.907, 7, P2, 34, 125.12 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:29.908, 0, P2, 34, 124.59 W, 7888 MiB, 100 %, 1 %
2026/07/03 16:06:29.909, 1, P2, 35, 133.90 W, 7950 MiB, 100 %, 0 %
2026/07/03 16:06:29.910, 2, P2, 41, 127.07 W, 7890 MiB, 100 %, 3 %
2026/07/03 16:06:29.911, 3, P2, 36, 130.51 W, 7890 MiB, 100 %, 0 %
2026/07/03 16:06:29.912, 4, P2, 34, 130.01 W, 7890 MiB, 100 %, 0 %
2026/07/03 16:06:29.913, 5, P2, 34, 139.87 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:29.913, 6, P2, 35, 121.58 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:29.915, 7, P2, 34, 124.92 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:30.915, 0, P2, 34, 125.34 W, 7888 MiB, 100 %, 0 %
2026/07/03 16:06:30.916, 1, P2, 35, 134.14 W, 7950 MiB, 100 %, 0 %
2026/07/03 16:06:30.918, 2, P2, 42, 142.16 W, 7890 MiB, 100 %, 15 %
2026/07/03 16:06:30.919, 3, P2, 36, 130.89 W, 7890 MiB, 100 %, 0 %
2026/07/03 16:06:30.919, 4, P2, 34, 130.79 W, 7890 MiB, 100 %, 1 %
2026/07/03 16:06:30.920, 5, P2, 34, 140.43 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:06:30.921, 6, P2, 35, 122.21 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:06:30.922, 7, P2, 34, 124.79 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:06:31.923, 0, P2, 36, 177.98 W, 7888 MiB, 86 %, 42 %
2026/07/03 16:06:31.924, 1, P2, 36, 188.13 W, 7952 MiB, 90 %, 62 %
2026/07/03 16:06:31.925, 2, P2, 43, 186.65 W, 7892 MiB, 87 %, 30 %
2026/07/03 16:06:31.926, 3, P2, 37, 185.64 W, 7892 MiB, 85 %, 49 %
2026/07/03 16:06:31.927, 4, P2, 36, 191.91 W, 7892 MiB, 85 %, 49 %
2026/07/03 16:06:31.928, 5, P2, 36, 193.38 W, 7892 MiB, 93 %, 38 %
2026/07/03 16:06:31.929, 6, P2, 36, 173.73 W, 7892 MiB, 78 %, 46 %
2026/07/03 16:06:31.930, 7, P2, 36, 176.00 W, 7892 MiB, 90 %, 57 %
2026/07/03 16:06:32.931, 0, P2, 39, 138.98 W, 7888 MiB, 100 %, 1 %
2026/07/03 16:06:32.932, 1, P2, 40, 140.36 W, 7952 MiB, 100 %, 1 %
2026/07/03 16:06:32.933, 2, P2, 45, 146.61 W, 7892 MiB, 100 %, 21 %
2026/07/03 16:06:32.934, 3, P2, 41, 149.41 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:32.935, 4, P2, 40, 148.82 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:32.936, 5, P2, 40, 148.96 W, 7892 MiB, 96 %, 5 %
2026/07/03 16:06:32.937, 6, P2, 40, 141.36 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:32.938, 7, P2, 40, 133.53 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:33.939, 0, P2, 42, 164.46 W, 7888 MiB, 95 %, 46 %
2026/07/03 16:06:33.940, 1, P2, 42, 166.46 W, 7952 MiB, 95 %, 18 %
2026/07/03 16:06:33.941, 2, P2, 44, 162.04 W, 7892 MiB, 91 %, 45 %
2026/07/03 16:06:33.942, 3, P2, 43, 156.11 W, 7892 MiB, 96 %, 2 %
2026/07/03 16:06:33.943, 4, P2, 42, 176.60 W, 7892 MiB, 98 %, 1 %
2026/07/03 16:06:33.944, 5, P2, 41, 176.09 W, 7892 MiB, 95 %, 51 %
2026/07/03 16:06:33.945, 6, P2, 42, 147.35 W, 7892 MiB, 97 %, 3 %
2026/07/03 16:06:33.946, 7, P2, 41, 165.13 W, 7892 MiB, 95 %, 27 %
2026/07/03 16:06:34.948, 0, P2, 35, 169.56 W, 7888 MiB, 100 %, 0 %
2026/07/03 16:06:34.953, 1, P2, 36, 174.04 W, 7952 MiB, 100 %, 0 %
2026/07/03 16:06:34.954, 2, P2, 41, 159.60 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:34.955, 3, P2, 36, 158.99 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:34.956, 4, P2, 35, 157.95 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:34.957, 5, P2, 35, 180.34 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:06:34.958, 6, P2, 35, 147.38 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:06:34.958, 7, P2, 35, 157.03 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:06:35.959, 0, P2, 35, 125.14 W, 7888 MiB, 100 %, 1 %
2026/07/03 16:06:35.960, 1, P2, 36, 134.16 W, 7952 MiB, 100 %, 1 %
2026/07/03 16:06:35.961, 2, P2, 43, 137.73 W, 7892 MiB, 100 %, 10 %
2026/07/03 16:06:35.962, 3, P2, 36, 131.26 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:35.963, 4, P2, 35, 131.44 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:35.963, 5, P2, 35, 140.86 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:35.964, 6, P2, 35, 122.01 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:35.965, 7, P2, 35, 124.89 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:36.966, 0, P2, 41, 123.67 W, 7888 MiB, 99 %, 1 %
2026/07/03 16:06:36.967, 1, P2, 41, 135.40 W, 7952 MiB, 100 %, 1 %
2026/07/03 16:06:36.968, 2, P2, 48, 145.46 W, 7892 MiB, 100 %, 21 %
2026/07/03 16:06:36.969, 3, P2, 43, 145.64 W, 7892 MiB, 95 %, 22 %
2026/07/03 16:06:36.970, 4, P2, 41, 143.72 W, 7892 MiB, 95 %, 21 %
2026/07/03 16:06:36.971, 5, P2, 41, 142.80 W, 7892 MiB, 96 %, 7 %
2026/07/03 16:06:36.972, 6, P2, 42, 136.45 W, 7892 MiB, 95 %, 23 %
2026/07/03 16:06:36.973, 7, P2, 41, 132.07 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:37.974, 0, P2, 36, 175.76 W, 7888 MiB, 100 %, 10 %
2026/07/03 16:06:37.981, 1, P2, 36, 187.21 W, 7952 MiB, 100 %, 29 %
2026/07/03 16:06:38.054, 2, P2, 41, 160.90 W, 7892 MiB, 100 %, 9 %
2026/07/03 16:06:38.056, 3, P2, 37, 171.55 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:06:38.057, 4, P2, 36, 170.17 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:38.081, 5, P2, 35, 167.01 W, 7892 MiB, 100 %, 5 %
2026/07/03 16:06:38.105, 6, P2, 36, 158.66 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:06:38.129, 7, P2, 35, 144.91 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:06:39.154, 0, P2, 35, 123.61 W, 7888 MiB, 100 %, 1 %
2026/07/03 16:06:39.155, 1, P2, 36, 133.27 W, 7952 MiB, 100 %, 1 %
2026/07/03 16:06:39.156, 2, P2, 43, 142.39 W, 7892 MiB, 100 %, 23 %
2026/07/03 16:06:39.157, 3, P2, 37, 132.06 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:39.157, 4, P2, 35, 131.51 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:39.158, 5, P2, 35, 141.06 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:39.158, 6, P2, 36, 122.27 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:39.159, 7, P2, 35, 125.18 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:40.160, 0, P2, 43, 188.42 W, 7888 MiB, 95 %, 23 %
2026/07/03 16:06:40.162, 1, P2, 43, 201.79 W, 7952 MiB, 100 %, 6 %
2026/07/03 16:06:40.162, 2, P2, 47, 200.26 W, 7892 MiB, 97 %, 34 %
2026/07/03 16:06:40.164, 3, P2, 44, 229.50 W, 7892 MiB, 95 %, 45 %
2026/07/03 16:06:40.164, 4, P2, 43, 210.28 W, 7892 MiB, 95 %, 44 %
2026/07/03 16:06:40.165, 5, P2, 43, 225.25 W, 7892 MiB, 95 %, 29 %
2026/07/03 16:06:40.166, 6, P2, 43, 217.35 W, 7892 MiB, 95 %, 47 %
2026/07/03 16:06:40.166, 7, P2, 42, 199.17 W, 7892 MiB, 96 %, 5 %
2026/07/03 16:06:41.168, 0, P2, 38, 226.77 W, 7888 MiB, 100 %, 61 %
2026/07/03 16:06:41.168, 1, P2, 38, 235.93 W, 7952 MiB, 95 %, 48 %
2026/07/03 16:06:41.169, 2, P2, 45, 212.43 W, 7892 MiB, 100 %, 42 %
2026/07/03 16:06:41.170, 3, P2, 39, 231.21 W, 7892 MiB, 100 %, 41 %
2026/07/03 16:06:41.171, 4, P2, 37, 226.49 W, 7892 MiB, 100 %, 41 %
2026/07/03 16:06:41.172, 5, P2, 37, 244.30 W, 7892 MiB, 100 %, 55 %
2026/07/03 16:06:41.172, 6, P2, 38, 216.90 W, 7892 MiB, 100 %, 39 %
2026/07/03 16:06:41.173, 7, P2, 37, 223.32 W, 7892 MiB, 95 %, 57 %
2026/07/03 16:06:42.174, 0, P2, 38, 192.20 W, 7888 MiB, 85 %, 57 %
2026/07/03 16:06:42.175, 1, P2, 38, 206.25 W, 7952 MiB, 86 %, 45 %
2026/07/03 16:06:42.176, 2, P2, 44, 184.35 W, 7892 MiB, 90 %, 44 %
2026/07/03 16:06:42.176, 3, P2, 40, 192.20 W, 7892 MiB, 91 %, 43 %
2026/07/03 16:06:42.177, 4, P2, 38, 188.61 W, 7892 MiB, 91 %, 44 %
2026/07/03 16:06:42.178, 5, P2, 38, 211.24 W, 7892 MiB, 93 %, 58 %
2026/07/03 16:06:42.179, 6, P2, 38, 178.71 W, 7892 MiB, 94 %, 47 %
2026/07/03 16:06:42.179, 7, P2, 38, 188.08 W, 7892 MiB, 75 %, 44 %
2026/07/03 16:06:43.180, 0, P2, 41, 190.72 W, 7888 MiB, 100 %, 18 %
2026/07/03 16:06:43.182, 1, P2, 42, 194.54 W, 7952 MiB, 100 %, 48 %
2026/07/03 16:06:43.182, 2, P2, 47, 196.34 W, 7892 MiB, 100 %, 22 %
2026/07/03 16:06:43.184, 3, P2, 43, 197.97 W, 7892 MiB, 96 %, 2 %
2026/07/03 16:06:43.184, 4, P2, 42, 194.02 W, 7892 MiB, 97 %, 1 %
2026/07/03 16:06:43.185, 5, P2, 42, 215.25 W, 7892 MiB, 100 %, 13 %
2026/07/03 16:06:43.186, 6, P2, 42, 186.50 W, 7892 MiB, 97 %, 4 %
2026/07/03 16:06:43.187, 7, P2, 42, 195.32 W, 7892 MiB, 100 %, 38 %
2026/07/03 16:06:44.188, 0, P2, 44, 224.01 W, 7888 MiB, 94 %, 34 %
2026/07/03 16:06:44.189, 1, P2, 44, 236.22 W, 7952 MiB, 96 %, 7 %
2026/07/03 16:06:44.190, 2, P2, 46, 213.74 W, 7892 MiB, 98 %, 41 %
2026/07/03 16:06:44.191, 3, P2, 45, 239.77 W, 7892 MiB, 95 %, 56 %
2026/07/03 16:06:44.192, 4, P2, 43, 219.22 W, 7892 MiB, 95 %, 56 %
2026/07/03 16:06:44.192, 5, P2, 43, 220.60 W, 7892 MiB, 95 %, 41 %
2026/07/03 16:06:44.193, 6, P2, 44, 213.63 W, 7892 MiB, 95 %, 58 %
2026/07/03 16:06:44.194, 7, P2, 44, 208.37 W, 7892 MiB, 95 %, 17 %
2026/07/03 16:06:45.195, 0, P2, 38, 205.23 W, 7888 MiB, 100 %, 51 %
2026/07/03 16:06:45.196, 1, P2, 38, 195.74 W, 7952 MiB, 100 %, 13 %
2026/07/03 16:06:45.201, 2, P2, 45, 201.52 W, 7892 MiB, 100 %, 38 %
2026/07/03 16:06:45.202, 3, P2, 39, 222.13 W, 7892 MiB, 100 %, 29 %
2026/07/03 16:06:45.203, 4, P2, 38, 203.33 W, 7892 MiB, 100 %, 33 %
2026/07/03 16:06:45.204, 5, P2, 38, 216.90 W, 7892 MiB, 100 %, 44 %
2026/07/03 16:06:45.204, 6, P2, 38, 206.33 W, 7892 MiB, 100 %, 27 %
2026/07/03 16:06:45.205, 7, P2, 38, 216.15 W, 7892 MiB, 99 %, 64 %
2026/07/03 16:06:46.206, 0, P2, 38, 178.99 W, 7888 MiB, 100 %, 60 %
2026/07/03 16:06:46.207, 1, P2, 38, 188.59 W, 7952 MiB, 100 %, 19 %
2026/07/03 16:06:46.208, 2, P2, 46, 182.67 W, 7892 MiB, 100 %, 40 %
2026/07/03 16:06:46.209, 3, P2, 40, 186.42 W, 7892 MiB, 100 %, 34 %
2026/07/03 16:06:46.210, 4, P2, 38, 184.43 W, 7892 MiB, 100 %, 36 %
2026/07/03 16:06:46.213, 5, P2, 38, 195.08 W, 7892 MiB, 100 %, 50 %
2026/07/03 16:06:46.214, 6, P2, 38, 174.91 W, 7892 MiB, 100 %, 32 %
2026/07/03 16:06:46.215, 7, P2, 38, 180.43 W, 7892 MiB, 95 %, 62 %
2026/07/03 16:06:47.217, 0, P2, 44, 194.86 W, 7888 MiB, 100 %, 6 %
2026/07/03 16:06:47.218, 1, P2, 44, 206.80 W, 7952 MiB, 95 %, 32 %
2026/07/03 16:06:47.219, 2, P2, 49, 204.54 W, 7892 MiB, 100 %, 22 %
2026/07/03 16:06:47.221, 3, P2, 45, 197.76 W, 7892 MiB, 95 %, 17 %
2026/07/03 16:06:47.222, 4, P2, 44, 192.74 W, 7892 MiB, 95 %, 16 %
2026/07/03 16:06:47.223, 5, P2, 44, 215.97 W, 7892 MiB, 98 %, 1 %
2026/07/03 16:06:47.224, 6, P2, 44, 184.41 W, 7892 MiB, 95 %, 19 %
2026/07/03 16:06:47.225, 7, P2, 44, 203.24 W, 7892 MiB, 95 %, 42 %
2026/07/03 16:06:48.231, 0, P2, 38, 177.17 W, 7888 MiB, 100 %, 1 %
2026/07/03 16:06:48.232, 1, P2, 39, 185.96 W, 7952 MiB, 100 %, 1 %
