timestamp, index, pstate, temperature.gpu, power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
2026/07/03 16:06:48.233, 2, P2, 45, 175.21 W, 7892 MiB, 100 %, 15 %
2026/07/03 16:06:48.234, 3, P2, 40, 185.37 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:48.235, 4, P2, 39, 182.81 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:48.236, 5, P2, 40, 193.28 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:48.237, 6, P2, 40, 172.90 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:48.238, 7, P2, 39, 171.25 W, 7892 MiB, 97 %, 1 %
2026/07/03 16:06:49.239, 0, P2, 38, 179.37 W, 7888 MiB, 100 %, 2 %
2026/07/03 16:06:49.240, 1, P2, 38, 188.07 W, 7952 MiB, 100 %, 4 %
2026/07/03 16:06:49.241, 2, P2, 44, 187.64 W, 7892 MiB, 100 %, 20 %
2026/07/03 16:06:49.242, 3, P2, 40, 186.98 W, 7892 MiB, 100 %, 3 %
2026/07/03 16:06:49.243, 4, P2, 38, 184.29 W, 7892 MiB, 100 %, 3 %
2026/07/03 16:06:49.244, 5, P2, 38, 194.97 W, 7892 MiB, 100 %, 2 %
2026/07/03 16:06:49.244, 6, P2, 39, 176.02 W, 7892 MiB, 100 %, 2 %
2026/07/03 16:06:49.245, 7, P2, 39, 177.33 W, 7892 MiB, 100 %, 3 %
2026/07/03 16:06:50.247, 0, P2, 45, 184.13 W, 7888 MiB, 100 %, 15 %
2026/07/03 16:06:50.249, 1, P2, 44, 202.85 W, 7952 MiB, 95 %, 23 %
2026/07/03 16:06:50.250, 2, P2, 51, 183.07 W, 7892 MiB, 100 %, 23 %
2026/07/03 16:06:50.251, 3, P2, 46, 214.65 W, 7892 MiB, 96 %, 10 %
2026/07/03 16:06:50.253, 4, P2, 44, 209.26 W, 7892 MiB, 96 %, 8 %
2026/07/03 16:06:50.254, 5, P2, 44, 210.39 W, 7892 MiB, 100 %, 6 %
2026/07/03 16:06:50.255, 6, P2, 45, 202.30 W, 7892 MiB, 96 %, 11 %
2026/07/03 16:06:50.256, 7, P2, 44, 197.30 W, 7892 MiB, 95 %, 33 %
2026/07/03 16:06:51.257, 0, P2, 41, 217.82 W, 7888 MiB, 95 %, 25 %
2026/07/03 16:06:51.258, 1, P2, 42, 226.60 W, 7952 MiB, 87 %, 59 %
2026/07/03 16:06:51.259, 2, P2, 47, 210.60 W, 7892 MiB, 98 %, 36 %
2026/07/03 16:06:51.260, 3, P2, 43, 234.85 W, 7892 MiB, 95 %, 48 %
2026/07/03 16:06:51.261, 4, P2, 40, 229.73 W, 7892 MiB, 94 %, 47 %
2026/07/03 16:06:51.262, 5, P2, 40, 238.08 W, 7892 MiB, 95 %, 32 %
2026/07/03 16:06:51.262, 6, P2, 41, 219.77 W, 7892 MiB, 95 %, 50 %
2026/07/03 16:06:51.263, 7, P2, 41, 220.15 W, 7892 MiB, 99 %, 65 %
2026/07/03 16:06:52.264, 0, P2, 39, 211.25 W, 7888 MiB, 99 %, 65 %
2026/07/03 16:06:52.265, 1, P2, 39, 206.48 W, 7952 MiB, 100 %, 28 %
2026/07/03 16:06:52.266, 2, P2, 46, 204.83 W, 7892 MiB, 99 %, 46 %
2026/07/03 16:06:52.267, 3, P2, 40, 204.75 W, 7892 MiB, 100 %, 44 %
2026/07/03 16:06:52.268, 4, P2, 39, 201.12 W, 7892 MiB, 100 %, 50 %
2026/07/03 16:06:52.269, 5, P2, 39, 223.07 W, 7892 MiB, 100 %, 59 %
2026/07/03 16:06:52.270, 6, P2, 39, 189.83 W, 7892 MiB, 100 %, 41 %
2026/07/03 16:06:52.271, 7, P2, 39, 188.79 W, 7892 MiB, 100 %, 24 %
2026/07/03 16:06:53.271, 0, P2, 39, 179.07 W, 7888 MiB, 65 %, 45 %
2026/07/03 16:06:53.272, 1, P2, 39, 190.05 W, 7952 MiB, 94 %, 38 %
2026/07/03 16:06:53.274, 2, P2, 47, 183.05 W, 7892 MiB, 79 %, 47 %
2026/07/03 16:06:53.275, 3, P2, 41, 187.39 W, 7892 MiB, 85 %, 54 %
2026/07/03 16:06:53.276, 4, P2, 39, 184.88 W, 7892 MiB, 100 %, 54 %
2026/07/03 16:06:53.277, 5, P2, 39, 195.45 W, 7892 MiB, 99 %, 65 %
2026/07/03 16:06:53.278, 6, P2, 39, 174.23 W, 7892 MiB, 90 %, 52 %
2026/07/03 16:06:53.279, 7, P2, 39, 176.57 W, 7892 MiB, 100 %, 47 %
2026/07/03 16:06:54.280, 0, P2, 45, 192.81 W, 7888 MiB, 95 %, 24 %
2026/07/03 16:06:54.283, 1, P2, 45, 193.76 W, 7952 MiB, 100 %, 2 %
2026/07/03 16:06:54.284, 2, P2, 51, 199.78 W, 7892 MiB, 98 %, 33 %
2026/07/03 16:06:54.285, 3, P2, 46, 192.25 W, 7892 MiB, 100 %, 24 %
2026/07/03 16:06:54.286, 4, P2, 44, 183.70 W, 7892 MiB, 100 %, 25 %
2026/07/03 16:06:54.287, 5, P2, 45, 198.15 W, 7892 MiB, 100 %, 40 %
2026/07/03 16:06:54.287, 6, P2, 46, 182.47 W, 7892 MiB, 100 %, 22 %
2026/07/03 16:06:54.289, 7, P2, 45, 185.37 W, 7892 MiB, 90 %, 1 %
2026/07/03 16:06:55.290, 0, P2, 38, 177.31 W, 7888 MiB, 100 %, 0 %
2026/07/03 16:06:55.291, 1, P2, 39, 186.72 W, 7952 MiB, 100 %, 0 %
2026/07/03 16:06:55.292, 2, P2, 46, 163.23 W, 7892 MiB, 100 %, 2 %
2026/07/03 16:06:55.293, 3, P2, 40, 185.32 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:06:55.294, 4, P2, 38, 182.28 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:55.294, 5, P2, 38, 193.29 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:06:55.298, 6, P2, 39, 173.95 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:06:55.299, 7, P2, 38, 175.81 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:06:56.300, 0, P2, 38, 125.93 W, 7888 MiB, 100 %, 1 %
2026/07/03 16:06:56.301, 1, P2, 39, 135.97 W, 7952 MiB, 100 %, 1 %
2026/07/03 16:06:56.302, 2, P2, 47, 141.41 W, 7892 MiB, 100 %, 21 %
2026/07/03 16:06:56.303, 3, P2, 40, 132.60 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:56.304, 4, P2, 38, 133.19 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:56.305, 5, P2, 38, 141.59 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:56.306, 6, P2, 38, 122.76 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:06:56.307, 7, P2, 38, 126.50 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:57.308, 0, P2, 39, 179.37 W, 7888 MiB, 100 %, 3 %
2026/07/03 16:06:57.309, 1, P2, 39, 187.77 W, 7952 MiB, 100 %, 6 %
2026/07/03 16:06:57.310, 2, P2, 46, 193.43 W, 7892 MiB, 100 %, 14 %
2026/07/03 16:06:57.311, 3, P2, 41, 186.20 W, 7892 MiB, 100 %, 21 %
2026/07/03 16:06:57.311, 4, P2, 39, 184.00 W, 7892 MiB, 100 %, 26 %
2026/07/03 16:06:57.312, 5, P2, 39, 194.55 W, 7892 MiB, 100 %, 3 %
2026/07/03 16:06:57.313, 6, P2, 39, 175.09 W, 7892 MiB, 100 %, 19 %
2026/07/03 16:06:57.314, 7, P2, 39, 176.76 W, 7892 MiB, 100 %, 2 %
2026/07/03 16:06:58.315, 0, P2, 45, 133.00 W, 7888 MiB, 85 %, 12 %
2026/07/03 16:06:58.316, 1, P2, 45, 144.73 W, 7952 MiB, 100 %, 1 %
2026/07/03 16:06:58.317, 2, P2, 51, 136.47 W, 7892 MiB, 98 %, 17 %
2026/07/03 16:06:58.318, 3, P2, 47, 134.93 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:58.318, 4, P2, 45, 132.82 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:58.319, 5, P2, 45, 154.14 W, 7892 MiB, 95 %, 23 %
2026/07/03 16:06:58.320, 6, P2, 46, 124.03 W, 7892 MiB, 100 %, 20 %
2026/07/03 16:06:58.321, 7, P2, 45, 138.51 W, 7892 MiB, 100 %, 9 %
2026/07/03 16:06:59.322, 0, P2, 39, 176.01 W, 7888 MiB, 100 %, 1 %
2026/07/03 16:06:59.323, 1, P2, 39, 186.03 W, 7952 MiB, 100 %, 1 %
2026/07/03 16:06:59.324, 2, P2, 47, 166.99 W, 7892 MiB, 100 %, 3 %
2026/07/03 16:06:59.325, 3, P2, 40, 185.03 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:06:59.326, 4, P2, 39, 182.66 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:06:59.326, 5, P2, 38, 193.54 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:06:59.327, 6, P2, 39, 173.59 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:06:59.328, 7, P2, 38, 175.83 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:07:00.329, 0, P2, 38, 126.31 W, 7888 MiB, 100 %, 1 %
2026/07/03 16:07:00.330, 1, P2, 39, 135.97 W, 7952 MiB, 100 %, 1 %
2026/07/03 16:07:00.331, 2, P2, 48, 135.75 W, 7892 MiB, 100 %, 13 %
2026/07/03 16:07:00.332, 3, P2, 40, 132.78 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:00.333, 4, P2, 38, 133.54 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:00.334, 5, P2, 38, 141.89 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:00.335, 6, P2, 39, 123.32 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:00.335, 7, P2, 38, 126.74 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:01.336, 0, P2, 46, 128.26 W, 7888 MiB, 96 %, 7 %
2026/07/03 16:07:01.337, 1, P2, 45, 140.37 W, 7952 MiB, 100 %, 1 %
2026/07/03 16:07:01.339, 2, P2, 52, 147.00 W, 7892 MiB, 99 %, 24 %
2026/07/03 16:07:01.340, 3, P2, 47, 152.51 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:01.341, 4, P2, 45, 148.14 W, 7892 MiB, 89 %, 24 %
2026/07/03 16:07:01.342, 5, P2, 44, 147.90 W, 7892 MiB, 95 %, 14 %
2026/07/03 16:07:01.342, 6, P2, 45, 143.86 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:01.343, 7, P2, 44, 139.19 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:02.344, 0, P2, 42, 165.91 W, 7888 MiB, 94 %, 57 %
2026/07/03 16:07:02.356, 1, P2, 42, 177.32 W, 7952 MiB, 95 %, 29 %
2026/07/03 16:07:02.357, 2, P2, 48, 154.90 W, 7892 MiB, 98 %, 33 %
2026/07/03 16:07:02.366, 3, P2, 43, 185.19 W, 7892 MiB, 100 %, 58 %
2026/07/03 16:07:02.367, 4, P2, 41, 182.40 W, 7892 MiB, 99 %, 62 %
2026/07/03 16:07:02.368, 5, P2, 41, 185.70 W, 7892 MiB, 95 %, 62 %
2026/07/03 16:07:02.369, 6, P2, 41, 161.24 W, 7892 MiB, 100 %, 57 %
2026/07/03 16:07:02.370, 7, P2, 41, 174.58 W, 7892 MiB, 94 %, 39 %
2026/07/03 16:07:03.395, 0, P2, 39, 139.88 W, 7888 MiB, 100 %, 2 %
2026/07/03 16:07:03.396, 1, P2, 39, 146.66 W, 7952 MiB, 100 %, 5 %
2026/07/03 16:07:03.397, 2, P2, 46, 163.14 W, 7892 MiB, 100 %, 18 %
2026/07/03 16:07:03.398, 3, P2, 41, 153.11 W, 7892 MiB, 100 %, 3 %
2026/07/03 16:07:03.399, 4, P2, 39, 156.40 W, 7892 MiB, 100 %, 3 %
2026/07/03 16:07:03.400, 5, P2, 39, 151.67 W, 7892 MiB, 100 %, 2 %
2026/07/03 16:07:03.401, 6, P2, 39, 142.74 W, 7892 MiB, 100 %, 3 %
2026/07/03 16:07:03.401, 7, P2, 39, 151.38 W, 7892 MiB, 100 %, 8 %
2026/07/03 16:07:04.402, 0, P2, 38, 127.07 W, 7888 MiB, 100 %, 0 %
2026/07/03 16:07:04.403, 1, P2, 39, 137.45 W, 7952 MiB, 100 %, 0 %
2026/07/03 16:07:04.404, 2, P2, 47, 118.15 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:07:04.405, 3, P2, 40, 134.38 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:07:04.406, 4, P2, 38, 134.55 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:07:04.407, 5, P2, 38, 141.70 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:07:04.407, 6, P2, 38, 123.72 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:07:04.408, 7, P2, 38, 127.47 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:07:05.409, 0, P2, 39, 176.80 W, 7888 MiB, 100 %, 50 %
2026/07/03 16:07:05.423, 1, P2, 40, 186.39 W, 7952 MiB, 100 %, 6 %
2026/07/03 16:07:05.447, 2, P2, 46, 180.19 W, 7892 MiB, 100 %, 20 %
2026/07/03 16:07:05.450, 3, P2, 41, 185.59 W, 7892 MiB, 100 %, 28 %
2026/07/03 16:07:05.451, 4, P2, 39, 182.86 W, 7892 MiB, 100 %, 28 %
2026/07/03 16:07:05.452, 5, P2, 39, 192.52 W, 7892 MiB, 100 %, 45 %
2026/07/03 16:07:05.453, 6, P2, 39, 174.16 W, 7892 MiB, 100 %, 20 %
2026/07/03 16:07:05.454, 7, P2, 39, 175.43 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:06.455, 0, P2, 39, 126.16 W, 7888 MiB, 100 %, 54 %
2026/07/03 16:07:06.456, 1, P2, 39, 135.16 W, 7952 MiB, 100 %, 10 %
2026/07/03 16:07:06.457, 2, P2, 47, 129.44 W, 7892 MiB, 100 %, 17 %
2026/07/03 16:07:06.458, 3, P2, 41, 132.85 W, 7892 MiB, 100 %, 31 %
2026/07/03 16:07:06.459, 4, P2, 39, 133.17 W, 7892 MiB, 100 %, 32 %
2026/07/03 16:07:06.460, 5, P2, 39, 141.13 W, 7892 MiB, 100 %, 49 %
2026/07/03 16:07:06.461, 6, P2, 39, 123.37 W, 7892 MiB, 100 %, 23 %
2026/07/03 16:07:06.461, 7, P2, 39, 126.18 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:07.462, 0, P2, 39, 125.87 W, 7888 MiB, 100 %, 51 %
2026/07/03 16:07:07.475, 1, P2, 39, 135.44 W, 7952 MiB, 100 %, 14 %
2026/07/03 16:07:07.499, 2, P2, 46, 138.60 W, 7892 MiB, 100 %, 3 %
2026/07/03 16:07:07.501, 3, P2, 41, 133.16 W, 7892 MiB, 100 %, 30 %
2026/07/03 16:07:07.502, 4, P2, 39, 133.22 W, 7892 MiB, 100 %, 30 %
2026/07/03 16:07:07.503, 5, P2, 39, 141.85 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:07:07.504, 6, P2, 39, 123.35 W, 7892 MiB, 100 %, 27 %
2026/07/03 16:07:07.529, 7, P2, 38, 125.79 W, 7892 MiB, 100 %, 5 %
2026/07/03 16:07:08.553, 0, P2, 38, 126.32 W, 7888 MiB, 100 %, 0 %
2026/07/03 16:07:08.555, 1, P2, 39, 135.33 W, 7952 MiB, 100 %, 1 %
2026/07/03 16:07:08.555, 2, P2, 48, 128.01 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:07:08.556, 3, P2, 40, 133.06 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:07:08.557, 4, P2, 38, 133.30 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:08.558, 5, P2, 38, 141.82 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:08.559, 6, P2, 39, 123.25 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:07:08.559, 7, P2, 38, 126.01 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:07:09.560, 0, P2, 38, 125.61 W, 7888 MiB, 100 %, 1 %
2026/07/03 16:07:09.561, 1, P2, 39, 135.21 W, 7952 MiB, 100 %, 0 %
2026/07/03 16:07:09.562, 2, P2, 47, 129.39 W, 7892 MiB, 100 %, 2 %
2026/07/03 16:07:09.562, 3, P2, 40, 132.88 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:09.564, 4, P2, 38, 133.07 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:09.564, 5, P2, 38, 141.13 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:09.565, 6, P2, 38, 123.42 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:09.566, 7, P2, 38, 126.23 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:07:10.566, 0, P2, 38, 126.30 W, 7888 MiB, 100 %, 1 %
2026/07/03 16:07:10.567, 1, P2, 39, 135.63 W, 7952 MiB, 100 %, 0 %
2026/07/03 16:07:10.568, 2, P2, 47, 129.19 W, 7892 MiB, 100 %, 3 %
2026/07/03 16:07:10.569, 3, P2, 40, 133.42 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:07:10.570, 4, P2, 38, 133.52 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:07:10.571, 5, P2, 38, 141.48 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:10.572, 6, P2, 38, 123.53 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:10.573, 7, P2, 38, 126.40 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:11.574, 0, P2, 38, 128.71 W, 7888 MiB, 100 %, 0 %
2026/07/03 16:07:11.575, 1, P2, 39, 139.05 W, 7952 MiB, 100 %, 1 %
2026/07/03 16:07:11.576, 2, P2, 48, 149.29 W, 7892 MiB, 100 %, 23 %
2026/07/03 16:07:11.577, 3, P2, 40, 135.14 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:11.577, 4, P2, 38, 135.24 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:11.578, 5, P2, 38, 142.50 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:11.579, 6, P2, 38, 124.96 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:11.580, 7, P2, 38, 127.95 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:12.581, 0, P2, 46, 200.30 W, 7888 MiB, 99 %, 1 %
2026/07/03 16:07:12.582, 1, P2, 46, 212.56 W, 7952 MiB, 100 %, 28 %
2026/07/03 16:07:12.582, 2, P2, 53, 212.77 W, 7892 MiB, 100 %, 20 %
2026/07/03 16:07:12.583, 3, P2, 48, 200.62 W, 7892 MiB, 95 %, 22 %
2026/07/03 16:07:12.584, 4, P2, 46, 192.66 W, 7892 MiB, 89 %, 17 %
2026/07/03 16:07:12.585, 5, P2, 46, 233.37 W, 7892 MiB, 96 %, 7 %
2026/07/03 16:07:12.587, 6, P2, 45, 189.12 W, 7892 MiB, 96 %, 24 %
2026/07/03 16:07:12.588, 7, P2, 44, 183.37 W, 7892 MiB, 100 %, 19 %
2026/07/03 16:07:13.589, 0, P2, 41, 229.55 W, 7888 MiB, 95 %, 52 %
2026/07/03 16:07:13.590, 1, P2, 42, 236.42 W, 7952 MiB, 100 %, 56 %
2026/07/03 16:07:13.591, 2, P2, 50, 221.59 W, 7892 MiB, 98 %, 49 %
2026/07/03 16:07:13.593, 3, P2, 43, 238.10 W, 7892 MiB, 99 %, 62 %
2026/07/03 16:07:13.593, 4, P2, 41, 228.49 W, 7892 MiB, 98 %, 67 %
2026/07/03 16:07:13.595, 5, P2, 41, 243.11 W, 7892 MiB, 95 %, 57 %
2026/07/03 16:07:13.595, 6, P2, 41, 224.63 W, 7892 MiB, 99 %, 61 %
2026/07/03 16:07:13.596, 7, P2, 41, 219.98 W, 7892 MiB, 95 %, 33 %
2026/07/03 16:07:14.597, 0, P2, 40, 194.14 W, 7888 MiB, 100 %, 36 %
2026/07/03 16:07:14.598, 1, P2, 40, 203.76 W, 7952 MiB, 100 %, 5 %
2026/07/03 16:07:14.599, 2, P2, 48, 199.07 W, 7892 MiB, 100 %, 33 %
2026/07/03 16:07:14.600, 3, P2, 42, 209.20 W, 7892 MiB, 100 %, 15 %
2026/07/03 16:07:14.601, 4, P2, 40, 197.19 W, 7892 MiB, 100 %, 22 %
2026/07/03 16:07:14.602, 5, P2, 40, 205.75 W, 7892 MiB, 100 %, 30 %
2026/07/03 16:07:14.602, 6, P2, 40, 194.40 W, 7892 MiB, 100 %, 12 %
2026/07/03 16:07:14.603, 7, P2, 40, 204.17 W, 7892 MiB, 100 %, 58 %
2026/07/03 16:07:15.604, 0, P2, 40, 180.37 W, 7888 MiB, 100 %, 55 %
2026/07/03 16:07:15.605, 1, P2, 40, 190.42 W, 7952 MiB, 100 %, 17 %
2026/07/03 16:07:15.607, 2, P2, 49, 187.99 W, 7892 MiB, 100 %, 40 %
2026/07/03 16:07:15.608, 3, P2, 42, 197.54 W, 7892 MiB, 100 %, 32 %
2026/07/03 16:07:15.609, 4, P2, 40, 184.51 W, 7892 MiB, 100 %, 38 %
2026/07/03 16:07:15.610, 5, P2, 40, 195.27 W, 7892 MiB, 100 %, 49 %
2026/07/03 16:07:15.611, 6, P2, 40, 175.67 W, 7892 MiB, 100 %, 31 %
2026/07/03 16:07:15.613, 7, P2, 40, 177.86 W, 7892 MiB, 96 %, 64 %
2026/07/03 16:07:16.614, 0, P2, 44, 191.97 W, 7888 MiB, 100 %, 9 %
2026/07/03 16:07:16.615, 1, P2, 45, 200.93 W, 7952 MiB, 78 %, 23 %
2026/07/03 16:07:16.616, 2, P2, 52, 210.26 W, 7892 MiB, 100 %, 19 %
2026/07/03 16:07:16.617, 3, P2, 48, 199.40 W, 7892 MiB, 96 %, 20 %
2026/07/03 16:07:16.618, 4, P2, 46, 196.33 W, 7892 MiB, 93 %, 17 %
2026/07/03 16:07:16.619, 5, P2, 43, 217.09 W, 7892 MiB, 95 %, 1 %
2026/07/03 16:07:16.619, 6, P2, 45, 185.15 W, 7892 MiB, 94 %, 19 %
2026/07/03 16:07:16.621, 7, P2, 44, 192.75 W, 7892 MiB, 69 %, 26 %
2026/07/03 16:07:17.622, 0, P2, 42, 228.65 W, 7888 MiB, 94 %, 37 %
2026/07/03 16:07:17.623, 1, P2, 42, 237.61 W, 7952 MiB, 99 %, 62 %
2026/07/03 16:07:17.624, 2, P2, 51, 216.96 W, 7892 MiB, 98 %, 43 %
2026/07/03 16:07:17.625, 3, P2, 44, 228.75 W, 7892 MiB, 98 %, 60 %
2026/07/03 16:07:17.626, 4, P2, 42, 221.20 W, 7892 MiB, 89 %, 55 %
2026/07/03 16:07:17.626, 5, P2, 42, 246.07 W, 7892 MiB, 95 %, 43 %
2026/07/03 16:07:17.627, 6, P2, 42, 216.36 W, 7892 MiB, 95 %, 61 %
2026/07/03 16:07:17.628, 7, P2, 42, 225.47 W, 7892 MiB, 100 %, 53 %
2026/07/03 16:07:18.629, 0, P2, 43, 186.07 W, 7888 MiB, 91 %, 35 %
2026/07/03 16:07:18.630, 1, P2, 43, 204.49 W, 7952 MiB, 99 %, 56 %
2026/07/03 16:07:18.631, 2, P2, 51, 196.79 W, 7892 MiB, 95 %, 34 %
2026/07/03 16:07:18.632, 3, P2, 49, 198.71 W, 7892 MiB, 71 %, 43 %
2026/07/03 16:07:18.633, 4, P2, 42, 198.61 W, 7892 MiB, 92 %, 57 %
2026/07/03 16:07:18.634, 5, P2, 44, 197.62 W, 7892 MiB, 80 %, 33 %
2026/07/03 16:07:18.635, 6, P2, 42, 195.15 W, 7892 MiB, 95 %, 56 %
2026/07/03 16:07:18.635, 7, P2, 46, 183.21 W, 7892 MiB, 79 %, 50 %
2026/07/03 16:07:19.637, 0, P2, 40, 206.01 W, 7888 MiB, 97 %, 67 %
2026/07/03 16:07:19.638, 1, P2, 41, 211.39 W, 7952 MiB, 100 %, 28 %
2026/07/03 16:07:19.639, 2, P2, 49, 204.56 W, 7892 MiB, 99 %, 49 %
2026/07/03 16:07:19.640, 3, P2, 43, 208.38 W, 7892 MiB, 100 %, 50 %
2026/07/03 16:07:19.641, 4, P2, 40, 195.70 W, 7892 MiB, 100 %, 51 %
2026/07/03 16:07:19.642, 5, P2, 40, 222.93 W, 7892 MiB, 100 %, 59 %
2026/07/03 16:07:19.643, 6, P2, 40, 186.41 W, 7892 MiB, 100 %, 42 %
2026/07/03 16:07:19.644, 7, P2, 40, 207.05 W, 7892 MiB, 100 %, 19 %
2026/07/03 16:07:20.645, 0, P2, 46, 189.24 W, 7888 MiB, 100 %, 23 %
2026/07/03 16:07:20.647, 1, P2, 46, 198.02 W, 7952 MiB, 95 %, 19 %
2026/07/03 16:07:20.648, 2, P2, 53, 200.25 W, 7892 MiB, 100 %, 22 %
2026/07/03 16:07:20.649, 3, P2, 48, 211.46 W, 7892 MiB, 96 %, 5 %
2026/07/03 16:07:20.649, 4, P2, 47, 207.41 W, 7892 MiB, 96 %, 1 %
2026/07/03 16:07:20.650, 5, P2, 46, 207.05 W, 7892 MiB, 100 %, 12 %
2026/07/03 16:07:20.651, 6, P2, 47, 201.12 W, 7892 MiB, 97 %, 5 %
2026/07/03 16:07:20.653, 7, P2, 46, 195.90 W, 7892 MiB, 95 %, 29 %
2026/07/03 16:07:21.654, 0, P2, 46, 134.14 W, 7888 MiB, 100 %, 1 %
2026/07/03 16:07:21.656, 1, P2, 46, 148.27 W, 7952 MiB, 95 %, 20 %
2026/07/03 16:07:21.657, 2, P2, 54, 142.50 W, 7892 MiB, 100 %, 22 %
2026/07/03 16:07:21.658, 3, P2, 48, 159.29 W, 7892 MiB, 96 %, 5 %
2026/07/03 16:07:21.659, 4, P2, 46, 154.88 W, 7892 MiB, 94 %, 1 %
2026/07/03 16:07:21.660, 5, P2, 46, 155.61 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:21.661, 6, P2, 46, 149.91 W, 7892 MiB, 99 %, 9 %
2026/07/03 16:07:21.662, 7, P2, 46, 146.13 W, 7892 MiB, 95 %, 30 %
2026/07/03 16:07:22.663, 0, P2, 43, 194.92 W, 7888 MiB, 100 %, 3 %
2026/07/03 16:07:22.664, 1, P2, 46, 195.03 W, 7952 MiB, 91 %, 17 %
2026/07/03 16:07:22.665, 2, P2, 53, 195.16 W, 7892 MiB, 100 %, 12 %
2026/07/03 16:07:22.666, 3, P2, 48, 207.31 W, 7892 MiB, 99 %, 3 %
2026/07/03 16:07:22.667, 4, P2, 47, 204.82 W, 7892 MiB, 100 %, 3 %
2026/07/03 16:07:22.668, 5, P2, 43, 198.72 W, 7892 MiB, 100 %, 3 %
2026/07/03 16:07:22.669, 6, P2, 43, 195.13 W, 7892 MiB, 98 %, 3 %
2026/07/03 16:07:22.670, 7, P2, 45, 188.95 W, 7892 MiB, 88 %, 21 %
2026/07/03 16:07:23.671, 0, P2, 40, 175.28 W, 7888 MiB, 100 %, 0 %
2026/07/03 16:07:23.672, 1, P2, 40, 188.79 W, 7952 MiB, 100 %, 0 %
2026/07/03 16:07:23.672, 2, P2, 50, 168.74 W, 7892 MiB, 100 %, 8 %
2026/07/03 16:07:23.673, 3, P2, 42, 186.58 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:07:23.674, 4, P2, 40, 183.61 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:07:23.675, 5, P2, 40, 193.86 W, 7892 MiB, 100 %, 0 %
