step,optimizer_step_est,tokens_b,progress,loss,l2,ce,plan,lr,sps
27300,1706.25,0.8945664,17.89084617804341,1.2435,0.6898,0.1827,0.6545,0.000359,3.3
27400,1712.5,0.8978432,17.956380413127818,1.2471,0.6929,0.1764,0.6494,0.00036,3.3
27500,1718.75,0.90112,18.021914648212224,1.2387,0.6926,0.1705,0.6454,0.000361,3.2
27600,1725.0,0.9043968,18.087448883296634,1.2468,0.6936,0.1712,0.6471,0.000363,3.2
27700,1731.25,0.9076736,18.15298311838104,1.226,0.6899,0.1724,0.6415,0.000364,3.2
27800,1737.5,0.9109504,18.21851735346545,1.2366,0.6899,0.1734,0.6406,0.000365,3.3
27900,1743.75,0.9142272,18.284051588549858,1.2272,0.689,0.1727,0.6332,0.000367,3.2
28000,1750.0,0.917504,18.349585823634264,1.2394,0.6925,0.1698,0.6375,0.000368,3.2
28100,1756.25,0.9207808,18.415120058718674,1.2338,0.6937,0.1739,0.6348,0.000369,3.2
28200,1762.5,0.9240576,18.480654293803084,1.2157,0.6917,0.175,0.625,0.000371,3.3
28300,1768.75,0.9273344,18.54618852888749,1.2139,0.6927,0.1733,0.6179,0.000372,3.3
28400,1775.0,0.9306112,18.6117227639719,1.227,0.6945,0.1677,0.6262,0.000373,3.2
28500,1781.25,0.933888,18.677256999056308,1.2105,0.6866,0.1712,0.6185,0.000375,3.2
28600,1787.5,0.9371648,18.742791234140714,1.2113,0.6917,0.1719,0.6183,0.000376,3.2
28700,1793.75,0.9404416,18.808325469225124,1.2068,0.6864,0.1729,0.6183,0.000377,3.2
28800,1800.0,0.9437184,18.87385970430953,1.2103,0.6925,0.1666,0.607,0.000379,3.2
28900,1806.25,0.9469952,18.939393939393938,1.2097,0.6932,0.1752,0.6141,0.00038,3.2
29000,1812.5,0.950272,19.004928174478348,1.1945,0.6881,0.1739,0.6016,0.000381,3.2
29100,1818.75,0.9535488,19.070462409562754,1.1817,0.6899,0.1773,0.5963,0.000382,3.2
29200,1825.0,0.9568256,19.135996644647165,1.1958,0.6915,0.1711,0.6034,0.000384,3.2
29300,1831.25,0.9601024,19.20153087973157,1.1789,0.6859,0.1869,0.5927,0.000385,3.2
29400,1837.5,0.9633792,19.267065114815978,1.1864,0.6957,0.1743,0.586,0.000386,3.2
29500,1843.75,0.966656,19.332599349900388,1.1804,0.6933,0.1822,0.5893,0.000388,3.2
29600,1850.0,0.9699328,19.398133584984794,1.1912,0.695,0.1714,0.5906,0.000389,3.2
29700,1856.25,0.9732096,19.463667820069205,1.1724,0.6914,0.1715,0.5782,0.00039,3.2
29800,1862.5,0.9764864,19.529202055153615,1.1618,0.6815,0.1709,0.5782,0.000392,3.3
29900,1868.75,0.9797632,19.59473629023802,1.1672,0.6876,0.173,0.5785,0.000393,3.2
30000,1875.0,0.98304,19.660270525322428,1.1708,0.6907,0.1791,0.5813,0.000394,3.2
30100,1881.25,0.9863168,19.725804760406838,1.1533,0.6823,0.1738,0.5713,0.000396,3.2
30200,1887.5,0.9895936,19.791338995491245,1.1665,0.689,0.1731,0.574,0.000397,3.2
30300,1893.75,0.9928704,19.85687323057565,1.1575,0.6851,0.18,0.5685,0.000398,3.2
30400,1900.0,0.9961472,19.92240746566006,1.1648,0.6951,0.1793,0.5645,0.0004,3.2
30500,1906.25,0.999424,19.987941700744468,1.1615,0.6914,0.1674,0.5651,0.000401,3.3
30600,1912.5,1.0027008,20.053475935828878,1.1584,0.6989,0.1771,0.558,0.000402,3.3
30700,1918.75,1.0059776,20.119010170913285,1.1455,0.6887,0.1759,0.5509,0.000403,3.2
30800,1925.0,1.0092544,20.18454440599769,1.1374,0.6922,0.173,0.5474,0.000405,3.2
30900,1931.25,1.0125312,20.2500786410821,1.1468,0.6851,0.1713,0.5544,0.000406,3.2
31000,1937.5,1.015808,20.315612876166508,1.1444,0.6954,0.1738,0.5451,0.000407,3.2
31100,1943.75,1.0190848,20.381147111250915,1.1383,0.6951,0.1738,0.5429,0.000409,3.2
31200,1950.0,1.0223616,20.446681346335325,1.1419,0.6938,0.1768,0.5458,0.00041,3.2
31300,1956.25,1.0256384,20.512215581419735,1.141,0.6955,0.1732,0.5439,0.000411,3.3
31400,1962.5,1.0289152,20.57774981650414,1.1494,0.692,0.1724,0.5495,0.000413,3.2
31500,1968.75,1.032192,20.64328405158855,1.1289,0.689,0.1799,0.5388,0.000414,3.2
31600,1975.0,1.0354688,20.708818286672958,1.1145,0.6901,0.1755,0.5306,0.000415,3.2
31700,1981.25,1.0387456,20.774352521757365,1.1197,0.6844,0.1744,0.5344,0.000417,3.2
31800,1987.5,1.0420224,20.839886756841775,1.1254,0.6905,0.1712,0.5272,0.000418,3.3
31900,1993.75,1.0452992,20.90542099192618,1.1175,0.687,0.1706,0.527,0.000419,3.2
32000,2000.0,1.048576,20.97095522701059,1.1256,0.6951,0.171,0.5254,0.000421,3.2
32100,2006.25,1.0518528,21.036489462095,1.1137,0.6921,0.1738,0.5181,0.000422,3.2
32200,2012.5,1.0551296,21.102023697179405,1.1119,0.6864,0.1723,0.5235,0.000423,3.2
32300,2018.75,1.0584064,21.167557932263815,1.1113,0.6922,0.1743,0.515,0.000424,3.2
32400,2025.0,1.0616832,21.23309216734822,1.109,0.6948,0.1774,0.5154,0.000426,3.2
32500,2031.25,1.06496,21.29862640243263,1.1108,0.6937,0.1746,0.5142,0.000427,3.2
32600,2037.5,1.0682368,21.36416063751704,1.1074,0.6952,0.1798,0.5088,0.000428,3.2
32700,2043.75,1.0715136,21.429694872601445,1.1014,0.6912,0.1609,0.5072,0.00043,3.2
32800,2050.0,1.0747904,21.495229107685855,1.102,0.6901,0.1781,0.5066,0.000431,3.2
32900,2056.25,1.0780672,21.560763342770265,1.1016,0.6916,0.1673,0.5,0.000432,3.2
33000,2062.5,1.081344,21.62629757785467,1.0972,0.6921,0.1747,0.5014,0.000434,3.2
33100,2068.75,1.0846208,21.691831812939082,1.0985,0.6894,0.1755,0.502,0.000435,3.2
33200,2075.0,1.0878976,21.75736604802349,1.0964,0.6906,0.1804,0.5072,0.000436,3.2
33300,2081.25,1.0911744,21.822900283107895,1.0923,0.6919,0.1746,0.4967,0.000438,3.3
33400,2087.5,1.0944512,21.888434518192305,1.0962,0.6879,0.1728,0.4969,0.000439,3.2
33500,2093.75,1.097728,21.953968753276712,1.0729,0.6834,0.1778,0.4882,0.00044,3.2
33600,2100.0,1.1010048,22.01950298836112,1.0856,0.6937,0.1741,0.4918,0.000442,3.2
33700,2106.25,1.1042816,22.08503722344553,1.0774,0.6892,0.1803,0.4887,0.000443,3.2
33800,2112.5,1.1075584,22.150571458529935,1.0873,0.6924,0.168,0.4887,0.000444,3.3
33900,2118.75,1.1108352,22.216105693614345,1.0805,0.689,0.174,0.4885,0.000446,3.2
34000,2125.0,1.114112,22.281639928698752,1.0713,0.6898,0.1707,0.4807,0.000447,3.2
34100,2131.25,1.1173888,22.34717416378316,1.0821,0.696,0.1769,0.4851,0.000448,3.2
34200,2137.5,1.1206656,22.41270839886757,1.0779,0.6894,0.173,0.4797,0.00045,3.2
34300,2143.75,1.1239424,22.478242633951975,1.0734,0.691,0.1786,0.4795,0.000451,3.3
34400,2150.0,1.1272192,22.543776869036382,1.0651,0.6862,0.1656,0.4709,0.000452,3.3
34500,2156.25,1.130496,22.609311104120795,1.0647,0.6927,0.1763,0.4738,0.000454,3.2
34600,2162.5,1.1337728,22.674845339205202,1.073,0.6979,0.169,0.4686,0.000455,3.3
34700,2168.75,1.1370496,22.74037957428961,1.0563,0.6893,0.1768,0.4671,0.000456,3.2
34800,2175.0,1.1403264,22.80591380937402,1.0723,0.6946,0.1799,0.4743,0.000458,3.3
34900,2181.25,1.1436032,22.871448044458425,1.0609,0.6913,0.165,0.4642,0.000459,3.2
35000,2187.5,1.14688,22.936982279542832,1.0595,0.685,0.17,0.466,0.00046,3.2
35100,2193.75,1.1501568,23.002516514627242,1.0711,0.6923,0.174,0.4719,0.000461,3.2
35200,2200.0,1.1534336,23.06805074971165,1.0563,0.6951,0.1724,0.4621,0.000463,3.2
35300,2206.25,1.1567104,23.13358498479606,1.0603,0.6937,0.1752,0.4612,0.000464,3.3
35400,2212.5,1.1599872,23.199119219880465,1.0505,0.6892,0.1725,0.4566,0.000465,3.2
35500,2218.75,1.163264,23.264653454964872,1.0473,0.6947,0.1753,0.4527,0.000467,3.3
35600,2225.0,1.1665408,23.330187690049282,1.0487,0.6898,0.1754,0.4552,0.000468,3.3
35700,2231.25,1.1698176,23.39572192513369,1.0482,0.6942,0.1697,0.4528,0.000469,3.3
35800,2237.5,1.1730944,23.461256160218095,1.046,0.6893,0.1793,0.453,0.000471,3.2
35900,2243.75,1.1763712,23.526790395302505,1.0487,0.6848,0.1747,0.4594,0.000472,3.2
36000,2250.0,1.179648,23.592324630386912,1.0437,0.6925,0.1806,0.4508,0.000473,3.2
36100,2256.25,1.1829248,23.657858865471322,1.0423,0.6904,0.1733,0.4453,0.000475,3.2
36200,2262.5,1.1862016,23.723393100555732,1.0423,0.6922,0.1825,0.4463,0.000476,3.2
36300,2268.75,1.1894784,23.78892733564014,1.0414,0.692,0.1811,0.4477,0.000477,3.3
36400,2275.0,1.1927552,23.854461570724546,1.0303,0.682,0.1874,0.4486,0.000479,3.3
36500,2281.25,1.196032,23.919995805808956,1.0494,0.6893,0.1671,0.4468,0.00048,3.3
36600,2287.5,1.1993088,23.985530040893362,1.0443,0.6937,0.1783,0.4495,0.000481,3.3
36700,2293.75,1.2025856,24.051064275977772,1.0244,0.6902,0.171,0.4297,0.000482,3.2
36800,2300.0,1.2058624,24.11659851106218,1.0353,0.6964,0.1739,0.4373,0.000484,3.3
36900,2306.25,1.2091392,24.182132746146586,1.0317,0.6946,0.1775,0.4406,0.000485,3.2
37000,2312.5,1.212416,24.247666981230996,1.0264,0.69,0.1797,0.4383,0.000486,3.2
37100,2318.75,1.2156928,24.313201216315402,1.0323,0.6909,0.1708,0.4335,0.000488,3.2
37200,2325.0,1.2189696,24.37873545139981,1.022,0.6915,0.1707,0.4328,0.000489,3.2
37300,2331.25,1.2222464,24.44426968648422,1.0252,0.6932,0.169,0.4272,0.00049,3.2
37400,2337.5,1.2255232,24.509803921568626,1.035,0.695,0.1747,0.4305,0.000492,3.2
37500,2343.75,1.2288,24.575338156653036,1.0323,0.689,0.1795,0.4362,0.000493,3.2
37600,2350.0,1.2320768,24.640872391737442,1.0215,0.6918,0.1767,0.4276,0.000494,3.2
37700,2356.25,1.2353536,24.706406626821853,1.0164,0.6835,0.1698,0.429,0.000496,3.2
37800,2362.5,1.2386304,24.77194086190626,1.0383,0.6947,0.1741,0.4358,0.000497,3.2
37900,2368.75,1.2419072,24.83747509699067,1.0153,0.6926,0.1729,0.4164,0.000498,3.2
38000,2375.0,1.245184,24.903009332075076,1.0071,0.6899,0.1805,0.4139,0.0005,3.2
38100,2381.25,1.2484608,24.968543567159486,1.0096,0.692,0.1791,0.4178,0.000501,3.2
38200,2387.5,1.2517376,25.034077802243893,1.0041,0.6923,0.1762,0.4125,0.000502,3.2
38300,2393.75,1.2550144,25.0996120373283,1.0131,0.6939,0.1676,0.4154,0.000503,3.3
38400,2400.0,1.2582912,25.16514627241271,1.006,0.6897,0.183,0.4206,0.000505,3.2
38500,2406.25,1.261568,25.230680507497116,1.0032,0.6859,0.1707,0.4157,0.000506,3.2
38600,2412.5,1.2648448,25.296214742581526,1.0139,0.6928,0.1746,0.4231,0.000507,3.2
38700,2418.75,1.2681216,25.361748977665933,1.0119,0.6976,0.1777,0.4148,0.000509,3.2
38800,2425.0,1.2713984,25.42728321275034,1.0128,0.6931,0.1714,0.4145,0.00051,3.3
38900,2431.25,1.2746752,25.49281744783475,1.0027,0.6943,0.1819,0.4068,0.000511,3.2
39000,2437.5,1.277952,25.558351682919156,0.9961,0.696,0.1816,0.4023,0.000513,3.2
39100,2443.75,1.2812288,25.623885918003563,1.0056,0.6874,0.18,0.4117,0.000514,3.2
39200,2450.0,1.2845056,25.689420153087973,1.006,0.6904,0.1824,0.4151,0.000515,3.2
39300,2456.25,1.2877824,25.75495438817238,0.999,0.6954,0.1695,0.4001,0.000517,3.3
39400,2462.5,1.2910592,25.820488623256786,1.0015,0.6927,0.1707,0.4046,0.000518,3.2
39500,2468.75,1.294336,25.886022858341196,1.0009,0.6913,0.1744,0.4063,0.000519,3.2
39600,2475.0,1.2976128,25.951557093425603,1.0027,0.698,0.1734,0.4016,0.000521,3.2
39700,2481.25,1.3008896,26.017091328510013,1.013,0.7026,0.1751,0.4068,0.000522,3.2
39800,2487.5,1.3041664,26.08262556359442,0.9978,0.6904,0.178,0.4007,0.000523,3.2
39900,2493.75,1.3074432,26.148159798678826,0.9945,0.6887,0.1787,0.4027,0.000524,3.2
40000,2500.0,1.31072,26.213694033763236,1.0002,0.6938,0.1787,0.4012,0.000526,3.2
40100,2506.25,1.3139968,26.27922826884765,1.0015,0.6867,0.1683,0.4014,0.000527,3.2
40200,2512.5,1.3172736,26.344762503932056,0.9908,0.6904,0.1792,0.3994,0.000528,3.2
40300,2518.75,1.3205504,26.410296739016463,0.9793,0.6873,0.176,0.391,0.00053,3.3
40400,2525.0,1.3238272,26.475830974100873,0.9935,0.6961,0.1696,0.3934,0.000531,3.2
40500,2531.25,1.327104,26.54136520918528,0.9995,0.688,0.1718,0.4025,0.000532,3.2
40600,2537.5,1.3303808,26.60689944426969,0.982,0.6903,0.1759,0.3898,0.000534,3.2
40700,2543.75,1.3336576,26.672433679354096,0.9839,0.6893,0.1719,0.3937,0.000535,3.2
40800,2550.0,1.3369344,26.737967914438503,0.9879,0.6917,0.1762,0.3898,0.000536,3.3
40900,2556.25,1.3402112,26.803502149522913,0.987,0.6936,0.1738,0.391,0.000538,3.2
41000,2562.5,1.343488,26.86903638460732,0.988,0.6896,0.1765,0.3924,0.000539,3.3
41100,2568.75,1.3467648,26.934570619691726,0.9734,0.6906,0.1831,0.383,0.00054,3.2
41200,2575.0,1.3500416,27.000104854776136,0.9721,0.6877,0.1788,0.3878,0.000542,3.2
41300,2581.25,1.3533184,27.065639089860543,0.988,0.6892,0.1792,0.3873,0.000543,3.3
41400,2587.5,1.3565952,27.131173324944953,0.9868,0.6893,0.1719,0.3909,0.000544,3.2
41500,2593.75,1.359872,27.19670756002936,0.9777,0.6879,0.1724,0.3846,0.000545,3.3
41600,2600.0,1.3631488,27.262241795113766,0.9803,0.6913,0.1758,0.3883,0.000547,3.2
41700,2606.25,1.3664256,27.327776030198176,0.9767,0.6893,0.1818,0.3823,0.000548,3.2
41800,2612.5,1.3697024,27.393310265282583,0.9831,0.6917,0.1738,0.385,0.000549,3.3
41900,2618.75,1.3729792,27.45884450036699,0.9698,0.6874,0.1744,0.3768,0.000551,3.2
42000,2625.0,1.376256,27.5243787354514,0.9756,0.6964,0.1754,0.3826,0.000552,3.2
42100,2631.25,1.3795328,27.589912970535806,0.9853,0.6919,0.1704,0.3886,0.000553,3.2
42200,2637.5,1.3828096,27.655447205620217,0.9701,0.6905,0.1801,0.3787,0.000555,3.2
42300,2643.75,1.3860864,27.720981440704623,0.9628,0.6883,0.1697,0.3713,0.000556,3.3
42400,2650.0,1.3893632,27.78651567578903,0.9732,0.6936,0.1715,0.3707,0.000557,3.2
42500,2656.25,1.39264,27.85204991087344,0.9722,0.6957,0.1714,0.37,0.000559,3.3
42600,2662.5,1.3959168,27.917584145957846,0.9669,0.6908,0.172,0.3712,0.00056,3.2
42700,2668.75,1.3991936,27.983118381042253,0.9635,0.6945,0.1797,0.3677,0.000561,3.2
42800,2675.0,1.4024704,28.048652616126663,0.9739,0.6909,0.1811,0.3794,0.000563,3.2
42900,2681.25,1.4057472,28.11418685121107,0.9619,0.6955,0.1757,0.366,0.000564,3.2
43000,2687.5,1.409024,28.17972108629548,0.9678,0.6886,0.178,0.3768,0.000565,3.2
43100,2693.75,1.4123008,28.245255321379886,0.9766,0.6971,0.1695,0.3747,0.000566,3.2
43200,2700.0,1.4155776,28.310789556464293,0.9637,0.6859,0.1709,0.3678,0.000568,3.2
43300,2706.25,1.4188544,28.376323791548707,0.9579,0.6896,0.1745,0.3648,0.000569,3.3
43400,2712.5,1.4221312,28.441858026633117,0.968,0.6889,0.1771,0.3706,0.00057,3.2
43500,2718.75,1.425408,28.507392261717523,0.9631,0.689,0.1767,0.3699,0.000572,3.2
43600,2725.0,1.4286848,28.57292649680193,0.9582,0.6891,0.1796,0.3689,0.000573,3.2
43700,2731.25,1.4319616,28.63846073188634,0.9612,0.6958,0.1764,0.3663,0.000574,3.2
43800,2737.5,1.4352384,28.703994966970747,0.9479,0.6849,0.1721,0.3545,0.000576,3.3
43900,2743.75,1.4385152,28.769529202055153,0.9575,0.6852,0.1768,0.3693,0.000577,3.2
44000,2750.0,1.441792,28.835063437139564,0.9539,0.6907,0.1844,0.3601,0.000578,3.2
44100,2756.25,1.4450688,28.90059767222397,0.9592,0.6959,0.1745,0.3612,0.00058,3.2
44200,2762.5,1.4483456,28.96613190730838,0.9568,0.6851,0.1826,0.3673,0.000581,3.2
44300,2768.75,1.4516224,29.031666142392787,0.945,0.6869,0.1752,0.356,0.000582,3.3
44400,2775.0,1.4548992,29.097200377477193,0.9556,0.688,0.1766,0.3634,0.000584,3.2
44500,2781.25,1.458176,29.162734612561604,0.9697,0.691,0.1786,0.3701,0.000585,3.2
44600,2787.5,1.4614528,29.22826884764601,0.9542,0.6917,0.1742,0.3597,0.000586,3.2
44700,2793.75,1.4647296,29.29380308273042,0.9571,0.6929,0.1735,0.3599,0.000588,3.2
44800,2800.0,1.4680064,29.359337317814827,0.9566,0.6937,0.1689,0.3596,0.000589,3.2
44900,2806.25,1.4712832,29.424871552899234,0.9696,0.6926,0.1795,0.3694,0.00059,3.2
45000,2812.5,1.47456,29.490405787983644,0.9557,0.6907,0.1814,0.3608,0.000592,3.2
45100,2818.75,1.4778368,29.55594002306805,0.9576,0.6921,0.1734,0.361,0.000593,3.3
45200,2825.0,1.4811136,29.621474258152457,0.9373,0.6909,0.1787,0.3452,0.000594,3.2
45300,2831.25,1.4843904,29.687008493236867,0.9424,0.6927,0.1737,0.3473,0.000595,3.2
45400,2837.5,1.4876672,29.752542728321274,0.9545,0.6959,0.1766,0.3574,0.000597,3.2
45500,2843.75,1.490944,29.81807696340568,0.9411,0.6912,0.1764,0.3463,0.000598,3.2
45600,2850.0,1.4942208,29.88361119849009,0.9356,0.6846,0.183,0.3482,0.000599,3.2
45700,2856.25,1.4974976,29.949145433574497,0.9554,0.6921,0.1794,0.3583,0.000601,3.2
45800,2862.5,1.5007744,30.014679668658907,0.9466,0.6965,0.1752,0.3478,0.000602,3.3
45900,2868.75,1.5040512,30.080213903743314,0.951,0.6944,0.1753,0.3506,0.000603,3.2
46000,2875.0,1.507328,30.14574813882772,0.9486,0.6923,0.1819,0.3518,0.000605,3.2
46100,2881.25,1.5106048,30.21128237391213,0.9443,0.6937,0.1732,0.3511,0.000606,3.2
46200,2887.5,1.5138816,30.276816608996537,0.9399,0.6927,0.1863,0.3487,0.000607,3.2
46300,2893.75,1.5171584,30.342350844080947,0.9443,0.6912,0.176,0.3497,0.000609,3.3
46400,2900.0,1.5204352,30.407885079165354,0.9356,0.6841,0.1707,0.3444,0.00061,3.2
46500,2906.25,1.523712,30.473419314249767,0.9456,0.6913,0.178,0.3475,0.000611,3.2
46600,2912.5,1.5269888,30.538953549334174,0.9395,0.6938,0.1832,0.346,0.000613,3.2
46700,2918.75,1.5302656,30.604487784418584,0.9478,0.6924,0.1766,0.3516,0.000614,3.2
46800,2925.0,1.5335424,30.67002201950299,0.939,0.6875,0.1757,0.3448,0.000615,3.3
46900,2931.25,1.5368192,30.735556254587397,0.9518,0.6929,0.1803,0.3555,0.000617,3.3
47000,2937.5,1.540096,30.801090489671807,0.944,0.6925,0.1741,0.3451,0.000618,3.2
47100,2943.75,1.5433728,30.866624724756214,0.9455,0.688,0.1797,0.349,0.000619,3.2
47200,2950.0,1.5466496,30.93215895984062,0.9358,0.6912,0.1774,0.3411,0.000621,3.2
47300,2956.25,1.5499264,30.99769319492503,0.9321,0.6905,0.1816,0.3417,0.000622,3.3
47400,2962.5,1.5532032,31.063227430009437,0.9442,0.6938,0.1758,0.3444,0.000623,3.2
47500,2968.75,1.55648,31.128761665093847,0.952,0.6928,0.1794,0.3562,0.000624,3.2
47600,2975.0,1.5597568,31.194295900178254,0.9348,0.6906,0.1808,0.3378,0.000626,3.2
47700,2981.25,1.5630336,31.25983013526266,0.9324,0.6866,0.1724,0.3378,0.000627,3.2
47800,2987.5,1.5663104,31.32536437034707,0.937,0.6927,0.1766,0.3394,0.000628,3.3
47900,2993.75,1.5695872,31.390898605431477,0.9314,0.6928,0.1726,0.3379,0.00063,3.2
48000,3000.0,1.572864,31.456432840515884,0.925,0.6866,0.183,0.3321,0.000631,3.2
48100,3006.25,1.5761408,31.521967075600294,0.9357,0.6891,0.1731,0.3387,0.000632,3.2
48200,3012.5,1.5794176,31.5875013106847,0.9238,0.689,0.1734,0.3341,0.000634,3.2
48300,3018.75,1.5826944,31.65303554576911,0.9388,0.6933,0.1736,0.3392,0.000635,3.3
48400,3025.0,1.5859712,31.718569780853517,0.9394,0.6937,0.1791,0.3428,0.000636,3.3
48500,3031.25,1.589248,31.784104015937924,0.9307,0.6945,0.1776,0.3367,0.000638,3.2
48600,3037.5,1.5925248,31.849638251022334,0.9421,0.6944,0.1827,0.3411,0.000639,3.2
48700,3043.75,1.5958016,31.91517248610674,0.9251,0.6905,0.1827,0.3363,0.00064,3.2
48800,3050.0,1.5990784,31.980706721191147,0.9435,0.6965,0.1736,0.3341,0.000642,3.2
48900,3056.25,1.6023552,32.046240956275554,0.9341,0.6907,0.172,0.3391,0.000643,3.2
49000,3062.5,1.605632,32.11177519135997,0.9257,0.6894,0.1919,0.335,0.000644,3.3
49100,3068.75,1.6089088,32.177309426444374,0.9302,0.693,0.1844,0.3366,0.000645,3.2
49200,3075.0,1.6121856,32.24284366152878,0.9334,0.6929,0.1778,0.3351,0.000647,3.3
49300,3081.25,1.6154624,32.30837789661319,0.9243,0.6935,0.1865,0.3298,0.000648,3.3
49400,3087.5,1.6187392,32.373912131697594,0.9261,0.6883,0.1802,0.3318,0.000649,3.3
49500,3093.75,1.622016,32.43944636678201,0.92,0.6941,0.1812,0.3287,0.000651,3.3
49600,3100.0,1.6252928,32.504980601866414,0.9357,0.69,0.1662,0.3302,0.000652,3.2
49700,3106.25,1.6285696,32.57051483695083,0.9131,0.6849,0.1761,0.3202,0.000653,3.2
49800,3112.5,1.6318464,32.636049072035235,0.9275,0.6897,0.1804,0.3317,0.000655,3.3
49900,3118.75,1.6351232,32.70158330711964,0.9152,0.6848,0.1767,0.3216,0.000656,3.3
50000,3125.0,1.6384,32.76711754220405,0.9282,0.6942,0.1831,0.335,0.000657,3.3
50100,3131.25,1.6416768,32.832651777288454,0.9384,0.6947,0.1758,0.3366,0.000659,3.2
50200,3137.5,1.6449536,32.89818601237287,0.929,0.6951,0.176,0.3289,0.00066,3.2
50300,3143.75,1.6482304,32.963720247457275,0.9259,0.6915,0.179,0.328,0.000661,3.3
50400,3150.0,1.6515072,33.02925448254168,0.915,0.6938,0.1771,0.3216,0.000663,3.2
50500,3156.25,1.654784,33.09478871762609,0.9283,0.6952,0.191,0.3304,0.000664,3.3
50600,3162.5,1.6580608,33.160322952710494,0.9127,0.6855,0.1835,0.3247,0.000665,3.2
50700,3168.75,1.6613376,33.22585718779491,0.9158,0.6895,0.1746,0.3212,0.000666,3.3
50800,3175.0,1.6646144,33.291391422879315,0.9385,0.6991,0.1742,0.3391,0.000668,3.3
50900,3181.25,1.6678912,33.35692565796372,0.9164,0.6904,0.1828,0.3235,0.000669,3.2
51000,3187.5,1.671168,33.42245989304813,0.9094,0.6926,0.1776,0.3192,0.00067,3.2
51100,3193.75,1.6744448,33.487994128132534,0.9218,0.6908,0.1782,0.3265,0.000672,3.2
51200,3200.0,1.6777216,33.55352836321694,0.927,0.6891,0.1767,0.3303,0.000673,3.2
51300,3206.25,1.6809984,33.619062598301355,0.9134,0.687,0.1728,0.3189,0.000674,3.3
51400,3212.5,1.6842752,33.68459683338576,0.9179,0.6939,0.1795,0.3181,0.000676,3.3
51500,3218.75,1.687552,33.75013106847017,0.9184,0.6871,0.1779,0.3229,0.000677,3.2
51600,3225.0,1.6908288,33.815665303554574,0.9122,0.6911,0.1745,0.3186,0.000678,3.2
51700,3231.25,1.6941056,33.88119953863898,0.9261,0.6924,0.1766,0.3278,0.00068,3.2
51800,3237.5,1.6973824,33.946733773723395,0.9141,0.6902,0.1847,0.3267,0.000681,3.3
51900,3243.75,1.7006592,34.0122680088078,0.9209,0.6908,0.1735,0.3219,0.000682,3.2
52000,3250.0,1.703936,34.07780224389221,0.9224,0.6936,0.1793,0.3271,0.000684,3.2
52100,3256.25,1.7072128,34.143336478976615,0.9088,0.6905,0.1776,0.3159,0.000685,3.2
52200,3262.5,1.7104896,34.20887071406102,0.916,0.6884,0.1786,0.3236,0.000686,3.2
52300,3268.75,1.7137664,34.274404949145435,0.9241,0.6962,0.1791,0.3244,0.000687,3.2
52400,3275.0,1.7170432,34.33993918422984,0.9201,0.6955,0.1792,0.3189,0.000689,3.3
52500,3281.25,1.72032,34.40547341931425,0.9202,0.6923,0.1727,0.3252,0.00069,3.3
52600,3287.5,1.7235968,34.471007654398655,0.9102,0.6911,0.1796,0.3151,0.000691,3.2
52700,3293.75,1.7268736,34.53654188948306,0.9051,0.6864,0.1785,0.3162,0.000693,3.3
52800,3300.0,1.7301504,34.602076124567475,0.9074,0.6949,0.1751,0.317,0.000694,3.3
52900,3306.25,1.7334272,34.66761035965188,0.9088,0.6905,0.1772,0.3202,0.000695,3.3
53000,3312.5,1.736704,34.733144594736295,0.9086,0.6896,0.1846,0.3202,0.000697,3.2
53100,3318.75,1.7399808,34.7986788298207,0.9141,0.69,0.1729,0.3182,0.000698,3.3
53200,3325.0,1.7432576,34.86421306490511,0.914,0.6845,0.1696,0.3194,0.000699,3.2
53300,3331.25,1.7465344,34.929747299989515,0.9136,0.6882,0.1806,0.3179,0.000701,3.3
53400,3337.5,1.7498112,34.99528153507392,0.9038,0.6893,0.1827,0.3119,0.000702,3.2
53500,3343.75,1.753088,35.060815770158335,0.905,0.6866,0.1815,0.3168,0.000703,3.3
53600,3350.0,1.7563648,35.12635000524274,0.9096,0.6933,0.1777,0.3135,0.000705,3.3
53700,3356.25,1.7596416,35.19188424032715,0.9036,0.6925,0.1891,0.3143,0.000706,3.3
53800,3362.5,1.7629184,35.257418475411555,0.9094,0.688,0.1779,0.3094,0.000707,3.3
53900,3368.75,1.7661952,35.32295271049596,0.9126,0.6911,0.1805,0.3178,0.000708,3.3
54000,3375.0,1.769472,35.388486945580375,0.9144,0.6932,0.1835,0.3167,0.00071,3.2
54100,3381.25,1.7727488,35.45402118066478,0.8961,0.6881,0.1814,0.3078,0.000711,3.3
54200,3387.5,1.7760256,35.51955541574919,0.9146,0.6892,0.1746,0.3202,0.000712,3.2
54300,3393.75,1.7793024,35.585089650833595,0.9008,0.6893,0.1841,0.3062,0.000714,3.3
54400,3400.0,1.7825792,35.650623885918,0.9018,0.6885,0.1812,0.3104,0.000715,3.2
54500,3406.25,1.785856,35.71615812100241,0.9018,0.6922,0.1818,0.311,0.000716,3.3
54600,3412.5,1.7891328,35.78169235608682,0.9043,0.6876,0.1748,0.3122,0.000718,3.3
54700,3418.75,1.7924096,35.84722659117123,0.9124,0.6957,0.1803,0.3156,0.000719,3.2
54800,3425.0,1.7956864,35.912760826255635,0.9101,0.694,0.1714,0.3103,0.00072,3.3
54900,3431.25,1.7989632,35.97829506134004,0.9005,0.6905,0.1893,0.3077,0.000722,3.3
