step,optimizer_step_est,tokens_b,progress,loss,l2,ce,plan,lr,sps
82700,5168.75,2.7099136,54.19681241480549,0.8675,0.6868,0.1908,0.2775,0.00109,3.2
82800,5175.0,2.7131904,54.262346649889906,0.8616,0.6857,0.1836,0.2682,0.00109,3.3
82900,5181.25,2.7164672,54.32788088497431,0.8582,0.6835,0.189,0.2724,0.00109,3.2
83000,5187.5,2.719744,54.39341512005872,0.8602,0.6823,0.1828,0.2693,0.00109,3.3
83100,5193.75,2.7230208,54.458949355143126,0.8572,0.68,0.1842,0.2666,0.00109,3.2
83200,5200.0,2.7262976,54.52448359022753,0.8757,0.6878,0.1759,0.2782,0.00109,3.2
83300,5206.25,2.7295744,54.590017825311946,0.8618,0.6857,0.1833,0.2701,0.0011,3.3
83400,5212.5,2.7328512,54.65555206039635,0.8665,0.6855,0.1849,0.2745,0.0011,3.3
83500,5218.75,2.736128,54.72108629548076,0.8537,0.6828,0.1792,0.2637,0.0011,3.2
83600,5225.0,2.7394048,54.786620530565166,0.8666,0.6876,0.1863,0.2753,0.0011,3.3
83700,5231.25,2.7426816,54.85215476564957,0.8604,0.6851,0.1823,0.2732,0.0011,3.3
83800,5237.5,2.7459584,54.91768900073398,0.8657,0.6866,0.1813,0.2696,0.0011,3.3
83900,5243.75,2.7492352,54.98322323581839,0.8602,0.6828,0.1818,0.2668,0.0011,3.2
84000,5250.0,2.752512,55.0487574709028,0.8596,0.6866,0.1821,0.2636,0.0011,3.2
84100,5256.25,2.7557888,55.114291705987206,0.8683,0.6859,0.1833,0.2712,0.00111,3.2
84200,5262.5,2.7590656,55.17982594107161,0.8685,0.6889,0.1801,0.2756,0.00111,3.3
84300,5268.75,2.7623424,55.24536017615602,0.8617,0.6817,0.1744,0.2671,0.00111,3.3
84400,5275.0,2.7656192,55.31089441124043,0.8512,0.6826,0.1851,0.2577,0.00111,3.2
84500,5281.25,2.768896,55.37642864632484,0.8521,0.6812,0.1852,0.2652,0.00111,3.2
84600,5287.5,2.7721728,55.441962881409246,0.8471,0.6845,0.1859,0.2626,0.00111,3.3
84700,5293.75,2.7754496,55.50749711649365,0.8677,0.6894,0.184,0.2743,0.00111,3.3
84800,5300.0,2.7787264,55.57303135157806,0.8659,0.6883,0.1859,0.2728,0.00111,3.3
84900,5306.25,2.7820032,55.638565586662466,0.8494,0.6824,0.1843,0.2635,0.00112,3.3
85000,5312.5,2.78528,55.70409982174688,0.8611,0.6793,0.1866,0.2673,0.00112,3.3
85100,5318.75,2.7885568,55.769634056831286,0.8606,0.684,0.1907,0.267,0.00112,3.2
85200,5325.0,2.7918336,55.83516829191569,0.8665,0.6832,0.1828,0.275,0.00112,3.2
85300,5331.25,2.7951104,55.9007025270001,0.8588,0.6846,0.187,0.2649,0.00112,3.3
85400,5337.5,2.7983872,55.966236762084506,0.8633,0.687,0.1767,0.2693,0.00112,3.3
85500,5343.75,2.801664,56.03177099716892,0.8616,0.6846,0.1766,0.2679,0.00112,3.3
85600,5350.0,2.8049408,56.097305232253326,0.8567,0.6849,0.1851,0.264,0.00113,3.2
85700,5356.25,2.8082176,56.16283946733773,0.8621,0.6853,0.1804,0.2698,0.00113,3.2
85800,5362.5,2.8114944,56.22837370242214,0.8626,0.6869,0.1805,0.2668,0.00113,3.3
85900,5368.75,2.8147712,56.293907937506546,0.8778,0.6889,0.1851,0.2841,0.00113,3.2
86000,5375.0,2.818048,56.35944217259096,0.8741,0.687,0.1808,0.277,0.00113,3.2
86100,5381.25,2.8213248,56.424976407675366,0.861,0.6869,0.1722,0.2706,0.00113,3.3
86200,5387.5,2.8246016,56.49051064275977,0.8606,0.6832,0.178,0.2692,0.00113,3.2
86300,5393.75,2.8278784,56.55604487784418,0.8703,0.6865,0.1798,0.2722,0.00113,3.3
86400,5400.0,2.8311552,56.621579112928586,0.8588,0.6868,0.1881,0.2684,0.00114,3.3
86500,5406.25,2.834432,56.68711334801301,0.8604,0.6866,0.1856,0.2723,0.00114,3.3
86600,5412.5,2.8377088,56.75264758309741,0.8738,0.6884,0.1857,0.2839,0.00114,3.2
86700,5418.75,2.8409856,56.81818181818182,0.8704,0.6878,0.194,0.2756,0.00114,3.2
86800,5425.0,2.8442624,56.883716053266234,0.8694,0.6864,0.1908,0.2736,0.00114,3.3
86900,5431.25,2.8475392,56.94925028835064,0.8734,0.6862,0.1714,0.2743,0.00114,3.2
87000,5437.5,2.850816,57.01478452343505,0.8488,0.6798,0.1816,0.2624,0.00114,3.3
87100,5443.75,2.8540928,57.080318758519454,0.8715,0.6857,0.1868,0.2761,0.00114,3.2
87200,5450.0,2.8573696,57.14585299360386,0.8618,0.6878,0.1756,0.2649,0.00115,3.3
87300,5456.25,2.8606464,57.211387228688274,0.8496,0.6806,0.1876,0.2631,0.00115,3.3
87400,5462.5,2.8639232,57.27692146377268,0.8449,0.6787,0.1892,0.2647,0.00115,3.3
87500,5468.75,2.8672,57.34245569885709,0.8617,0.6863,0.1751,0.2634,0.00115,3.3
87600,5475.0,2.8704768,57.407989933941494,0.8564,0.6815,0.1845,0.2668,0.00115,3.3
87700,5481.25,2.8737536,57.4735241690259,0.8607,0.6852,0.1744,0.2693,0.00115,3.3
87800,5487.5,2.8770304,57.53905840411031,0.857,0.6815,0.1825,0.2695,0.00115,3.3
87900,5493.75,2.8803072,57.60459263919472,0.8582,0.6863,0.1863,0.262,0.00116,3.2
88000,5500.0,2.883584,57.67012687427913,0.8551,0.688,0.1837,0.2608,0.00116,3.2
88100,5506.25,2.8868608,57.735661109363534,0.8525,0.6875,0.1841,0.2698,0.00116,3.2
88200,5512.5,2.8901376,57.80119534444794,0.8478,0.6848,0.1881,0.2598,0.00116,3.3
88300,5518.75,2.8934144,57.86672957953235,0.8669,0.6863,0.1859,0.2694,0.00116,3.3
88400,5525.0,2.8966912,57.93226381461676,0.8657,0.6884,0.1781,0.2648,0.00116,3.2
88500,5531.25,2.899968,57.99779804970117,0.8586,0.6841,0.1861,0.2669,0.00116,3.2
88600,5537.5,2.9032448,58.063332284785574,0.8464,0.679,0.1912,0.2637,0.00116,3.3
88700,5543.75,2.9065216,58.12886651986998,0.8595,0.6854,0.1851,0.2714,0.00117,3.2
88800,5550.0,2.9097984,58.19440075495439,0.8612,0.6872,0.1848,0.2684,0.00117,3.2
88900,5556.25,2.9130752,58.2599349900388,0.8608,0.6854,0.1759,0.2673,0.00117,3.2
89000,5562.5,2.916352,58.32546922512321,0.8664,0.6794,0.1836,0.2733,0.00117,3.2
89100,5568.75,2.9196288,58.391003460207614,0.8583,0.6819,0.1881,0.2666,0.00117,3.3
89200,5575.0,2.9229056,58.45653769529202,0.8608,0.687,0.1795,0.2709,0.00117,3.3
89300,5581.25,2.9261824,58.52207193037643,0.8561,0.6848,0.1885,0.2653,0.00117,3.3
89400,5587.5,2.9294592,58.58760616546084,0.8597,0.6883,0.1862,0.2695,0.00118,3.2
89500,5593.75,2.932736,58.65314040054525,0.8661,0.6882,0.1868,0.272,0.00118,3.3
89600,5600.0,2.9360128,58.718674635629654,0.8614,0.6837,0.1886,0.2704,0.00118,3.3
89700,5606.25,2.9392896,58.78420887071406,0.8528,0.68,0.1898,0.267,0.00118,3.3
89800,5612.5,2.9425664,58.84974310579847,0.8598,0.6867,0.1876,0.2668,0.00118,3.3
89900,5618.75,2.9458432,58.915277340882874,0.8763,0.6865,0.1716,0.2756,0.00118,3.2
90000,5625.0,2.94912,58.98081157596729,0.8489,0.6754,0.1867,0.2618,0.00118,3.2
90100,5631.25,2.9523968,59.046345811051694,0.85,0.6798,0.187,0.2635,0.00118,3.3
90200,5637.5,2.9556736,59.1118800461361,0.8695,0.6866,0.1839,0.2714,0.00119,3.2
90300,5643.75,2.9589504,59.17741428122051,0.8627,0.682,0.1782,0.266,0.00119,3.3
90400,5650.0,2.9622272,59.242948516304914,0.8674,0.6778,0.1864,0.2768,0.00119,3.2
90500,5656.25,2.965504,59.30848275138933,0.866,0.681,0.1771,0.2698,0.00119,3.2
90600,5662.5,2.9687808,59.374016986473734,0.8525,0.6791,0.1882,0.2637,0.00119,3.2
90700,5668.75,2.9720576,59.43955122155814,0.8539,0.6773,0.1927,0.2651,0.00119,3.2
90800,5675.0,2.9753344,59.50508545664255,0.8445,0.6787,0.1865,0.2633,0.00119,3.3
90900,5681.25,2.9786112,59.570619691726954,0.8552,0.6801,0.1918,0.2664,0.00119,3.3
91000,5687.5,2.981888,59.63615392681136,0.8596,0.6815,0.1891,0.2733,0.0012,3.2
91100,5693.75,2.9851648,59.701688161895774,0.8562,0.683,0.1859,0.2626,0.0012,3.2
91200,5700.0,2.9884416,59.76722239698018,0.8571,0.6818,0.1847,0.2705,0.0012,3.3
91300,5706.25,2.9917184,59.83275663206459,0.8592,0.6821,0.1824,0.2699,0.0012,3.3
91400,5712.5,2.9949952,59.898290867148994,0.8595,0.6807,0.1847,0.2729,0.0012,3.2
91500,5718.75,2.998272,59.9638251022334,0.8523,0.6809,0.175,0.2657,0.0012,3.2
91600,5725.0,3.0015488,60.029359337317814,0.8364,0.6747,0.1794,0.2515,0.0012,3.2
91700,5731.25,3.0048256,60.09489357240222,0.8511,0.6783,0.1802,0.2627,0.00121,3.2
91800,5737.5,3.0081024,60.16042780748663,0.8466,0.6768,0.1858,0.2626,0.00121,3.3
91900,5743.75,3.0113792,60.225962042571034,0.8415,0.6779,0.1861,0.2599,0.00121,3.3
92000,5750.0,3.014656,60.29149627765544,0.8688,0.6836,0.1807,0.2771,0.00121,3.2
92100,5756.25,3.0179328,60.357030512739854,0.8471,0.6718,0.1888,0.2659,0.00121,3.3
92200,5762.5,3.0212096,60.42256474782426,0.8678,0.6818,0.1713,0.2708,0.00121,3.3
92300,5768.75,3.0244864,60.48809898290867,0.8543,0.676,0.1857,0.2698,0.00121,3.3
92400,5775.0,3.0277632,60.553633217993074,0.8516,0.6779,0.1875,0.2625,0.00121,3.2
92500,5781.25,3.03104,60.61916745307748,0.85,0.6772,0.183,0.2636,0.00122,3.3
92600,5787.5,3.0343168,60.684701688161894,0.8508,0.6771,0.1737,0.2608,0.00122,3.2
92700,5793.75,3.0375936,60.7502359232463,0.847,0.6762,0.1824,0.2571,0.00122,3.3
92800,5800.0,3.0408704,60.81577015833071,0.844,0.6729,0.1849,0.2617,0.00122,3.2
92900,5806.25,3.0441472,60.88130439341513,0.8462,0.6739,0.1889,0.2684,0.00122,3.2
93000,5812.5,3.047424,60.946838628499535,0.8403,0.6687,0.1824,0.2603,0.00122,3.2
93100,5818.75,3.0507008,61.01237286358394,0.8391,0.6724,0.1846,0.2601,0.00122,3.2
93200,5825.0,3.0539776,61.07790709866835,0.8507,0.6749,0.1788,0.2666,0.00123,3.2
93300,5831.25,3.0572544,61.143441333752754,0.8541,0.6769,0.1788,0.266,0.00123,3.3
93400,5837.5,3.0605312,61.20897556883717,0.8451,0.6724,0.1774,0.2586,0.00123,3.3
93500,5843.75,3.063808,61.274509803921575,0.8582,0.6822,0.1812,0.2662,0.00123,3.3
93600,5850.0,3.0670848,61.34004403900598,0.8518,0.673,0.1817,0.2673,0.00123,3.3
93700,5856.25,3.0703616,61.40557827409039,0.8484,0.6734,0.1777,0.2632,0.00123,3.2
93800,5862.5,3.0736384,61.471112509174795,0.8424,0.6715,0.1804,0.261,0.00123,3.3
93900,5868.75,3.0769152,61.5366467442592,0.8321,0.6692,0.1823,0.2559,0.00123,3.2
94000,5875.0,3.080192,61.602180979343615,0.8432,0.6676,0.1825,0.2627,0.00124,3.2
94100,5881.25,3.0834688,61.66771521442802,0.8526,0.6749,0.1738,0.2672,0.00124,3.2
94200,5887.5,3.0867456,61.73324944951243,0.8522,0.6779,0.182,0.2701,0.00124,3.2
94300,5893.75,3.0900224,61.798783684596835,0.8469,0.6737,0.1818,0.2659,0.00124,3.3
94400,5900.0,3.0932992,61.86431791968124,0.8402,0.6696,0.1798,0.258,0.00124,3.2
94500,5906.25,3.096576,61.929852154765655,0.8412,0.6722,0.1822,0.2598,0.00124,3.2
94600,5912.5,3.0998528,61.99538638985006,0.8579,0.6744,0.1838,0.273,0.00124,3.2
94700,5918.75,3.1031296,62.06092062493447,0.8361,0.6673,0.1804,0.2626,0.00124,3.2
94800,5925.0,3.1064064,62.126454860018875,0.8401,0.6687,0.1829,0.2608,0.00125,3.2
94900,5931.25,3.1096832,62.19198909510328,0.8374,0.6672,0.1822,0.2608,0.00125,3.2
95000,5937.5,3.11296,62.257523330187695,0.8459,0.6769,0.1878,0.2647,0.00125,3.2
95100,5943.75,3.1162368,62.3230575652721,0.8398,0.6739,0.1862,0.2619,0.00125,3.2
95200,5950.0,3.1195136,62.38859180035651,0.8349,0.6701,0.1855,0.2582,0.00125,3.2
95300,5956.25,3.1227904,62.454126035440915,0.8394,0.6685,0.1856,0.2593,0.00125,3.2
95400,5962.5,3.1260672,62.51966027052532,0.8343,0.6689,0.1886,0.2567,0.00125,3.2
95500,5968.75,3.129344,62.585194505609735,0.8388,0.6647,0.1748,0.2619,0.00126,3.2
95600,5975.0,3.1326208,62.65072874069414,0.8362,0.667,0.1825,0.2602,0.00126,3.2
95700,5981.25,3.1358976,62.71626297577855,0.8347,0.6691,0.1857,0.2554,0.00126,3.2
95800,5987.5,3.1391744,62.781797210862955,0.8455,0.6724,0.1782,0.2661,0.00126,3.3
95900,5993.75,3.1424512,62.84733144594736,0.8404,0.6703,0.1812,0.2604,0.00126,3.2
96000,6000.0,3.145728,62.91286568103177,0.8408,0.6686,0.1799,0.2619,0.00126,3.2
96100,6006.25,3.1490048,62.97839991611618,0.8327,0.6676,0.183,0.2552,0.00126,3.2
96200,6012.5,3.1522816,63.04393415120059,0.8437,0.6679,0.1844,0.2656,0.00126,3.2
96300,6018.75,3.1555584,63.109468386284995,0.831,0.6613,0.1879,0.2575,0.00127,3.3
96400,6025.0,3.1588352,63.1750026213694,0.8323,0.6672,0.1838,0.2576,0.00127,3.2
96500,6031.25,3.162112,63.24053685645381,0.8433,0.673,0.175,0.2608,0.00127,3.2
96600,6037.5,3.1653888,63.30607109153822,0.8422,0.6677,0.1788,0.2636,0.00127,3.2
96700,6043.75,3.1686656,63.37160532662263,0.8417,0.6685,0.1787,0.2596,0.00127,3.2
96800,6050.0,3.1719424,63.437139561707035,0.8376,0.6641,0.1725,0.2629,0.00127,3.3
96900,6056.25,3.1752192,63.50267379679144,0.8363,0.6665,0.1855,0.2611,0.00127,3.2
97000,6062.5,3.178496,63.56820803187585,0.8374,0.6713,0.1847,0.2611,0.00128,3.2
97100,6068.75,3.1817728,63.633742266960255,0.8338,0.6679,0.1827,0.2571,0.00128,3.2
97200,6075.0,3.1850496,63.69927650204467,0.833,0.6668,0.1755,0.2585,0.00128,3.2
97300,6081.25,3.1883264,63.764810737129075,0.8395,0.6718,0.1765,0.259,0.00128,3.2
97400,6087.5,3.1916032,63.83034497221348,0.84,0.6701,0.1829,0.2592,0.00128,3.2
97500,6093.75,3.19488,63.89587920729789,0.8376,0.664,0.1665,0.2583,0.00128,3.2
97600,6100.0,3.1981568,63.961413442382295,0.8336,0.6674,0.1877,0.26,0.00128,3.2
97700,6106.25,3.2014336,64.02694767746671,0.8444,0.6709,0.1764,0.2605,0.00128,3.3
97800,6112.5,3.2047104,64.09248191255111,0.8469,0.6685,0.1802,0.2664,0.00129,3.3
97900,6118.75,3.2079872,64.15801614763552,0.8388,0.6661,0.1677,0.2608,0.00129,3.2
98000,6125.0,3.211264,64.22355038271994,0.8438,0.6726,0.1787,0.2595,0.00129,3.2
98100,6131.25,3.2145408,64.28908461780433,0.8385,0.6667,0.1773,0.261,0.00129,3.2
98200,6137.5,3.2178176,64.35461885288875,0.8425,0.6735,0.1876,0.2665,0.00129,3.2
98300,6143.75,3.2210944,64.42015308797315,0.8412,0.6714,0.1746,0.2593,0.00129,3.3
98400,6150.0,3.2243712,64.48568732305756,0.8342,0.67,0.1818,0.2574,0.00129,3.2
98500,6156.25,3.227648,64.55122155814198,0.8437,0.6706,0.1742,0.264,0.00129,3.2
98600,6162.5,3.2309248,64.61675579322637,0.8297,0.6639,0.1731,0.2556,0.0013,3.2
98700,6168.75,3.2342016,64.68229002831079,0.8311,0.6662,0.1773,0.2548,0.0013,3.2
98800,6175.0,3.2374784,64.74782426339519,0.8307,0.6663,0.1782,0.2614,0.0013,3.3
98900,6181.25,3.2407552,64.8133584984796,0.8302,0.6639,0.1763,0.2609,0.0013,3.2
99000,6187.5,3.244032,64.87889273356402,0.8456,0.6696,0.1753,0.2675,0.0013,3.2
99100,6193.75,3.2473088,64.94442696864841,0.8323,0.6657,0.1751,0.2584,0.0013,3.3
99200,6200.0,3.2505856,65.00996120373283,0.8411,0.6699,0.1794,0.2605,0.0013,3.2
99300,6206.25,3.2538624,65.07549543881724,0.8309,0.6647,0.1826,0.2635,0.00131,3.2
99400,6212.5,3.2571392,65.14102967390166,0.8263,0.6599,0.1812,0.2584,0.00131,3.2
99500,6218.75,3.260416,65.20656390898606,0.849,0.6724,0.1807,0.2668,0.00131,3.3
99600,6225.0,3.2636928,65.27209814407047,0.8441,0.6706,0.1726,0.263,0.00131,3.2
99700,6231.25,3.2669696,65.33763237915487,0.8404,0.6667,0.1736,0.2647,0.00131,3.2
99800,6237.5,3.2702464,65.40316661423928,0.8365,0.6647,0.1801,0.2618,0.00131,3.3
99900,6243.75,3.2735232,65.4687008493237,0.8388,0.6704,0.175,0.2619,0.00131,3.3
100000,6250.0,3.2768,65.5342350844081,0.833,0.6612,0.1723,0.259,0.00131,3.3
100100,6256.25,3.2800768,65.59976931949251,0.8376,0.6678,0.1811,0.2611,0.00132,3.2
100200,6262.5,3.2833536,65.66530355457691,0.8292,0.6639,0.1778,0.2571,0.00132,3.3
100300,6268.75,3.2866304,65.73083778966132,0.8269,0.6639,0.1806,0.2598,0.00132,3.2
100400,6275.0,3.2899072,65.79637202474574,0.8317,0.6674,0.1734,0.2548,0.00132,3.2
100500,6281.25,3.293184,65.86190625983014,0.8334,0.666,0.1865,0.2628,0.00132,3.2
100600,6287.5,3.2964608,65.92744049491455,0.8335,0.6704,0.1806,0.2613,0.00132,3.2
100700,6293.75,3.2997376,65.99297472999895,0.8337,0.6636,0.1776,0.2645,0.00132,3.3
100800,6300.0,3.3030144,66.05850896508336,0.8295,0.6626,0.1767,0.261,0.00133,3.2
100900,6306.25,3.3062912,66.12404320016778,0.8292,0.6672,0.1802,0.2559,0.00133,3.2
101000,6312.5,3.309568,66.18957743525218,0.8345,0.6618,0.175,0.2607,0.00133,3.2
101100,6318.75,3.3128448,66.25511167033659,0.8354,0.6638,0.1688,0.2612,0.00133,3.2
101200,6325.0,3.3161216,66.32064590542099,0.8248,0.6621,0.179,0.2573,0.00133,3.2
101300,6331.25,3.3193984,66.3861801405054,0.8301,0.6638,0.1765,0.2576,0.00133,3.3
101400,6337.5,3.3226752,66.45171437558982,0.8444,0.6647,0.16,0.2669,0.00133,3.2
101500,6343.75,3.325952,66.51724861067422,0.8227,0.6633,0.1706,0.256,0.00133,3.2
101600,6350.0,3.3292288,66.58278284575863,0.8354,0.6652,0.1672,0.2573,0.00134,3.2
101700,6356.25,3.3325056,66.64831708084303,0.8206,0.6584,0.1773,0.2558,0.00134,3.2
101800,6362.5,3.3357824,66.71385131592744,0.8129,0.6597,0.1806,0.2494,0.00134,3.2
101900,6368.75,3.3390592,66.77938555101186,0.8347,0.6664,0.1738,0.2592,0.00134,3.2
102000,6375.0,3.342336,66.84491978609626,0.8385,0.6632,0.1858,0.2642,0.00134,3.2
102100,6381.25,3.3456128,66.91045402118067,0.8268,0.6604,0.1716,0.2564,0.00134,3.2
102200,6387.5,3.3488896,66.97598825626507,0.821,0.6612,0.1761,0.2539,0.00134,3.2
102300,6393.75,3.3521664,67.04152249134948,0.8337,0.6656,0.1673,0.2606,0.00134,3.3
102400,6400.0,3.3554432,67.10705672643388,0.8224,0.6615,0.1795,0.2554,0.00135,3.2
102500,6406.25,3.35872,67.1725909615183,0.8255,0.6565,0.1756,0.2567,0.00135,3.2
102600,6412.5,3.3619968,67.23812519660271,0.8245,0.6594,0.175,0.2582,0.00135,3.2
102700,6418.75,3.3652736,67.30365943168711,0.8404,0.6702,0.1751,0.2673,0.00135,3.3
102800,6425.0,3.3685504,67.36919366677152,0.8328,0.666,0.1786,0.2591,0.00135,3.3
102900,6431.25,3.3718272,67.43472790185592,0.8286,0.663,0.1818,0.258,0.00135,3.3
103000,6437.5,3.375104,67.50026213694034,0.8249,0.6562,0.1754,0.26,0.00135,3.2
103100,6443.75,3.3783808,67.56579637202475,0.8263,0.6637,0.1696,0.2529,0.00136,3.2
103200,6450.0,3.3816576,67.63133060710915,0.8289,0.664,0.1738,0.2594,0.00136,3.2
103300,6456.25,3.3849344,67.69686484219356,0.8289,0.6624,0.1724,0.2575,0.00136,3.2
103400,6462.5,3.3882112,67.76239907727796,0.8262,0.66,0.1776,0.2603,0.00136,3.2
103500,6468.75,3.391488,67.82793331236238,0.8366,0.6619,0.1653,0.258,0.00136,3.2
103600,6475.0,3.3947648,67.89346754744679,0.8126,0.6581,0.1786,0.2519,0.00136,3.2
103700,6481.25,3.3980416,67.95900178253119,0.8268,0.6594,0.1733,0.2551,0.00136,3.2
103800,6487.5,3.4013184,68.0245360176156,0.8353,0.6635,0.1734,0.2612,0.00136,3.3
103900,6493.75,3.4045952,68.0900702527,0.8347,0.6617,0.173,0.2561,0.00137,3.2
104000,6500.0,3.407872,68.15560448778442,0.8359,0.6658,0.1724,0.2621,0.00137,3.2
104100,6506.25,3.4111488,68.22113872286883,0.8286,0.6639,0.1732,0.2586,0.00137,3.2
104200,6512.5,3.4144256,68.28667295795323,0.8297,0.6642,0.1713,0.2559,0.00137,3.2
104300,6518.75,3.4177024,68.35220719303764,0.8304,0.6657,0.1682,0.2563,0.00137,3.2
104400,6525.0,3.4209792,68.41774142812204,0.8242,0.6594,0.1833,0.2575,0.00137,3.2
104500,6531.25,3.424256,68.48327566320646,0.8344,0.6639,0.1746,0.2625,0.00137,3.2
104600,6537.5,3.4275328,68.54880989829087,0.8301,0.6602,0.1737,0.2583,0.00138,3.2
104700,6543.75,3.4308096,68.61434413337527,0.8382,0.6627,0.1658,0.2627,0.00138,3.2
104800,6550.0,3.4340864,68.67987836845968,0.8249,0.6614,0.1653,0.2522,0.00138,3.3
104900,6556.25,3.4373632,68.74541260354408,0.8206,0.6604,0.1703,0.2554,0.00138,3.2
105000,6562.5,3.44064,68.8109468386285,0.8283,0.6584,0.1697,0.256,0.00138,3.2
105100,6568.75,3.4439168,68.87648107371291,0.8252,0.6626,0.1666,0.2532,0.00138,3.2
105200,6575.0,3.4471936,68.94201530879731,0.8226,0.661,0.1691,0.2516,0.00138,3.2
105300,6581.25,3.4504704,69.00754954388172,0.8334,0.6679,0.1665,0.2579,0.00138,3.3
105400,6587.5,3.4537472,69.07308377896612,0.819,0.662,0.1781,0.2499,0.00139,3.2
105500,6593.75,3.457024,69.13861801405054,0.8313,0.6662,0.1718,0.2591,0.00139,3.2
105600,6600.0,3.4603008,69.20415224913495,0.8279,0.664,0.1762,0.2517,0.00139,3.2
105700,6606.25,3.4635776,69.26968648421936,0.8378,0.6627,0.1683,0.2607,0.00139,3.2
105800,6612.5,3.4668544,69.33522071930376,0.8352,0.6667,0.1719,0.2629,0.00139,3.3
105900,6618.75,3.4701312,69.40075495438818,0.8155,0.6583,0.1761,0.2528,0.00139,3.2
106000,6625.0,3.473408,69.46628918947259,0.8181,0.6591,0.1702,0.2519,0.00139,3.2
106100,6631.25,3.4766848,69.53182342455699,0.8296,0.6599,0.1742,0.2586,0.00139,3.2
106200,6637.5,3.4799616,69.5973576596414,0.8288,0.6618,0.1759,0.2572,0.0014,3.2
106300,6643.75,3.4832384,69.6628918947258,0.8245,0.6597,0.1752,0.2541,0.0014,3.3
106400,6650.0,3.4865152,69.72842612981022,0.8315,0.6575,0.1682,0.2653,0.0014,3.2
106500,6656.25,3.489792,69.79396036489463,0.8289,0.6671,0.1792,0.2558,0.0014,3.2
106600,6662.5,3.4930688,69.85949459997903,0.8323,0.6594,0.1689,0.2641,0.0014,3.2
106700,6668.75,3.4963456,69.92502883506344,0.828,0.6635,0.1607,0.2606,0.0014,3.2
106800,6675.0,3.4996224,69.99056307014784,0.8281,0.6567,0.1696,0.2583,0.0014,3.2
106900,6681.25,3.5028992,70.05609730523226,0.8224,0.6587,0.1718,0.2566,0.00141,3.2
107000,6687.5,3.506176,70.12163154031667,0.8106,0.6567,0.1693,0.2478,0.00141,3.2
107100,6693.75,3.5094528,70.18716577540107,0.8176,0.6608,0.1752,0.2498,0.00141,3.2
107200,6700.0,3.5127296,70.25270001048548,0.8257,0.6586,0.175,0.2568,0.00141,3.2
107300,6706.25,3.5160064,70.31823424556988,0.8024,0.6553,0.1754,0.2452,0.00141,3.3
107400,6712.5,3.5192832,70.3837684806543,0.8327,0.6594,0.1709,0.2599,0.00141,3.2
107500,6718.75,3.52256,70.44930271573871,0.8232,0.6636,0.1713,0.2528,0.00141,3.3
107600,6725.0,3.5258368,70.51483695082311,0.8164,0.6617,0.173,0.2514,0.00141,3.2
107700,6731.25,3.5291136,70.58037118590752,0.8159,0.6603,0.1695,0.2533,0.00142,3.2
107800,6737.5,3.5323904,70.64590542099192,0.8287,0.6613,0.1696,0.2584,0.00142,3.3
107900,6743.75,3.5356672,70.71143965607634,0.8199,0.6595,0.1598,0.2554,0.00142,3.2
108000,6750.0,3.538944,70.77697389116075,0.812,0.6544,0.1665,0.2498,0.00142,3.2
108100,6756.25,3.5422208,70.84250812624515,0.819,0.6604,0.1725,0.2541,0.00142,3.2
108200,6762.5,3.5454976,70.90804236132956,0.8223,0.6595,0.1617,0.2521,0.00142,3.2
108300,6768.75,3.5487744,70.97357659641396,0.826,0.6619,0.1704,0.2536,0.00142,3.2
108400,6775.0,3.5520512,71.03911083149838,0.8262,0.6566,0.1714,0.2583,0.00143,3.2
108500,6781.25,3.555328,71.10464506658278,0.8197,0.6586,0.1737,0.253,0.00143,3.2
108600,6787.5,3.5586048,71.17017930166719,0.8155,0.6579,0.1753,0.2489,0.00143,3.2
108700,6793.75,3.5618816,71.2357135367516,0.829,0.6594,0.1699,0.2583,0.00143,3.2
108800,6800.0,3.5651584,71.301247771836,0.8323,0.6619,0.1668,0.2582,0.00143,3.3
108900,6806.25,3.5684352,71.36678200692042,0.8191,0.6597,0.1587,0.2521,0.00143,3.2
109000,6812.5,3.571712,71.43231624200482,0.8128,0.6565,0.1702,0.2468,0.00143,3.2
109100,6818.75,3.5749888,71.49785047708923,0.8324,0.6609,0.1671,0.2603,0.00143,3.2
109200,6825.0,3.5782656,71.56338471217364,0.8162,0.6558,0.1623,0.2561,0.00144,3.2
109300,6831.25,3.5815424,71.62891894725804,0.8227,0.6628,0.1638,0.2579,0.00144,3.2
109400,6837.5,3.5848192,71.69445318234246,0.8281,0.6596,0.1652,0.2586,0.00144,3.2
109500,6843.75,3.588096,71.75998741742686,0.8268,0.6622,0.1674,0.256,0.00144,3.2
109600,6850.0,3.5913728,71.82552165251127,0.8218,0.6582,0.17,0.2568,0.00144,3.2
109700,6856.25,3.5946496,71.89105588759568,0.8197,0.6601,0.1686,0.2572,0.00144,3.2
109800,6862.5,3.5979264,71.95659012268008,0.8178,0.6536,0.164,0.2528,0.00144,3.3
109900,6868.75,3.6012032,72.0221243577645,0.8181,0.6551,0.1711,0.2521,0.00144,3.2
110000,6875.0,3.60448,72.0876585928489,0.8364,0.6616,0.1681,0.263,0.00145,3.2
110100,6881.25,3.6077568,72.15319282793331,0.8138,0.6564,0.1656,0.2473,0.00145,3.2
110200,6887.5,3.6110336,72.21872706301772,0.8233,0.6617,0.1632,0.2585,0.00145,3.2
